filename,archiveType,proxyObservationType,units,interpretation/variable,interpretation/variableDetail,inferredVariable,inferredVarUnits
LS14ATJU.lpd,LakeSediment,Dd,permil,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
LS14ATJU.lpd,LakeSediment,Dd,permil,Precipitation And Evaporation,Air Surface,Precipitation And Evaporation,NA
LS14ATJU.lpd,LakeSediment,NA,cm,NA,NA,NA,NA
LS14ATJU.lpd,LakeSediment,Dd,permil,Precipitation And Evaporation,NA,NA,NA
LS14ATJU.lpd,LakeSediment,Dd,permil,Precipitation Isotope,NA,NA,NA
LS14FEZA.lpd,LakeSediment,Dd,permil,NA,NA,NA,NA
LS14FEZA.lpd,LakeSediment,Dd,permil,NA,NA,NA,NA
LS14FEZA.lpd,LakeSediment,Dd,permil,NA,NA,NA,NA
LS14FEZA.lpd,LakeSediment,Dd,permil,Precipitation Isotope,NA,NA,NA
LS14FEZA.lpd,LakeSediment,Dd,permil,Precipitation Amount,NA,NA,NA
LS14FEZA.lpd,LakeSediment,Dd,permil,NA,NA,NA,NA
LS14FEZA.lpd,LakeSediment,Dd,permil,NA,NA,NA,NA
LS14FEZA.lpd,LakeSediment,Dd,permil,Precipitation Isotope,NA,NA,NA
LS14FEZA.lpd,LakeSediment,Dd,permil,Precipitation Amount,NA,NA,NA
LS14FEZA.lpd,LakeSediment,Dd,permil,NA,NA,NA,NA
LS14FEZA.lpd,LakeSediment,Dd,permil,NA,NA,NA,NA
LS14FEZA.lpd,LakeSediment,Dd,permil,NA,NA,NA,NA
LS14FOTI.lpd,LakeSediment,Dd,permil,NA,NA,NA,NA
LS14FOTI.lpd,LakeSediment,Dd,permil,Precipitation Isotope,NA,NA,NA
LS14FOTI.lpd,LakeSediment,Dd,permil,NA,NA,NA,NA
LS14FOTI.lpd,LakeSediment,Dd,permil,NA,NA,NA,NA
LS14FOTI.lpd,LakeSediment,NA,cm,NA,NA,NA,NA
LS14FOTI.lpd,LakeSediment,Dd,permil,NA,NA,NA,NA
LS14FOTI.lpd,LakeSediment,Dd,permil,Precipitation Isotope,NA,NA,NA
LS14FOTI.lpd,LakeSediment,Dd,permil,NA,NA,NA,NA
LS14FOTI.lpd,LakeSediment,Dd,permil,NA,NA,NA,NA
LS14KOSA.lpd,LakeSediment,NA,cm,NA,NA,NA,NA
LS14LASO.lpd,LakeSediment,NA,cm,NA,NA,NA,NA
LS14LESA.lpd,LakeSediment,D18O,permil,NA,NA,NA,NA
LS14LESA.lpd,LakeSediment,D18O,permil,Precipitation And Evaporation,NA,NA,NA
LS14LESA.lpd,LakeSediment,D18O,permil,NA,NA,NA,NA
LS14LESA.lpd,LakeSediment,NA,cm,NA,NA,NA,NA
LS14PRLO.lpd,LakeSediment,D18O,permil,NA,NA,NA,NA
LS14PRLO.lpd,LakeSediment,D18O,permil,NA,NA,NA,NA
LS14TAKA.lpd,LakeSediment,D18O,permil,NA,NA,NA,NA
LS14TAKA.lpd,LakeSediment,D18O,permil,Precipitation Isotope,NA,NA,NA
LS14TAKA.lpd,LakeSediment,D18O,permil,NA,NA,NA,NA
LS14TAKA.lpd,LakeSediment,NA,cm,NA,NA,NA,NA
LS14YAHA.lpd,LakeSediment,D18O,permil,NA,Lake Water,NA,NA
LS14YAHA.lpd,LakeSediment,D18O,permil,Precipitation And Evaporation,Lake Water,Precipitation And Evaporation,NA
LS14YAHA.lpd,LakeSediment,D18O,permil,Precipitation And Evaporation,Lake Water,Precipitation And Evaporation,NA
LS14YAHA.lpd,LakeSediment,D18O,permil,Precipitation And Evaporation,Lake Water,Precipitation And Evaporation,NA
LS14ZHJU.lpd,LakeSediment,Dd,permil,Precipitation And Evaporation,Air Surface,Precipitation And Evaporation,NA
LS14ZHJU.lpd,LakeSediment,Dd,permil,Precipitation And Evaporation,Air Surface,Precipitation And Evaporation,NA
LS14ZHJU.lpd,LakeSediment,Dd,permil,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
LS14ZHJU.lpd,LakeSediment,NA,cm,NA,NA,NA,NA
LS15ABSH.lpd,LakeSediment,D18O,permil,NA,NA,NA,NA
LS15ABSH.lpd,LakeSediment,D18O,permil,NA,NA,NA,NA
LS15ABSH.lpd,LakeSediment,D18O,permil,Water Temperature,NA,NA,NA
LS15ABSH.lpd,LakeSediment,NA,cm,NA,NA,NA,NA
LS15AIKA.lpd,LakeSediment,Dd,permil,NA,Air Surface,NA,NA
LS15AIKA.lpd,LakeSediment,Dd,permil,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
LS15AIKA.lpd,LakeSediment,Dd,permil,NA,Air Surface,NA,NA
LS15AIKA.lpd,LakeSediment,Dd,permil,NA,Air Surface,NA,NA
LS15AIKA.lpd,LakeSediment,NA,cm,NA,NA,NA,NA
LS15BHAL.lpd,LakeSediment,D18O,permil,Precipitation And Evaporation,Lake Water,Precipitation And Evaporation,NA
LS15BHAL.lpd,LakeSediment,D18O,permil,Precipitation And Evaporation,Lake Water,Precipitation And Evaporation,NA
LS15BHAL.lpd,LakeSediment,D18O,permil,Water Temperature,Lake Water,Lake Water Temperature,NA
LS15BHAL.lpd,LakeSediment,NA,cm,NA,NA,NA,NA
LS15DENA.lpd,LakeSediment,D18O,permil,Precipitation And Evaporation,NA,NA,NA
LS15DENA.lpd,LakeSediment,D18O,permil,NA,NA,NA,NA
LS15DENA.lpd,LakeSediment,D18O,permil,Water Temperature,NA,NA,NA
LS15DOCH.lpd,LakeSediment,Dd,permil,NA,NA,NA,NA
LS15DOCH.lpd,LakeSediment,Dd,permil,Precipitation And Evaporation,NA,NA,NA
LS15DOCH.lpd,LakeSediment,Dd,permil,Evapotranspiration,NA,NA,NA
LS15DOCH.lpd,LakeSediment,Dd,permil,NA,NA,NA,NA
LS15DOCH.lpd,LakeSediment,NA,cm,NA,NA,NA,NA
LS15DOCH.lpd,LakeSediment,Dd,permil,NA,NA,NA,NA
LS15DOCH.lpd,LakeSediment,Dd,permil,Precipitation And Evaporation,NA,NA,NA
LS15DOCH.lpd,LakeSediment,Dd,permil,Evapotranspiration,NA,NA,NA
LS15DOCH.lpd,LakeSediment,Dd,permil,NA,NA,NA,NA
LS15DOCH.lpd,LakeSediment,Dd,permil,NA,NA,NA,NA
LS15DOCH.lpd,LakeSediment,Dd,permil,Precipitation And Evaporation,NA,NA,NA
LS15DOCH.lpd,LakeSediment,Dd,permil,Evapotranspiration,NA,NA,NA
LS15DOCH.lpd,LakeSediment,Dd,permil,NA,NA,NA,NA
LS15DOSA.lpd,LakeSediment,Dd,permil,NA,NA,NA,NA
LS15DOSA.lpd,LakeSediment,Dd,permil,Precipitation And Evaporation,NA,NA,NA
LS15DOSA.lpd,LakeSediment,Dd,permil,Evapotranspiration,NA,NA,NA
LS15DOSA.lpd,LakeSediment,Dd,permil,NA,NA,NA,NA
LS15DOSA.lpd,LakeSediment,NA,cm,NA,NA,NA,NA
LS15DOSA.lpd,LakeSediment,Dd,permil,NA,NA,NA,NA
LS15DOSA.lpd,LakeSediment,Dd,permil,Precipitation And Evaporation,NA,NA,NA
LS15DOSA.lpd,LakeSediment,Dd,permil,Evapotranspiration,NA,NA,NA
LS15DOSA.lpd,LakeSediment,Dd,permil,NA,NA,NA,NA
LS15DOSA.lpd,LakeSediment,Dd,permil,NA,NA,NA,NA
LS15DOSA.lpd,LakeSediment,Dd,permil,Precipitation And Evaporation,NA,NA,NA
LS15DOSA.lpd,LakeSediment,Dd,permil,Evapotranspiration,NA,NA,NA
LS15DOSA.lpd,LakeSediment,Dd,permil,NA,NA,NA,NA
LS15JOPA.lpd,LakeSediment,D18O,permil,Precipitation And Evaporation,NA,NA,NA
LS15JOPA.lpd,LakeSediment,D18O,permil,NA,NA,NA,NA
LS15JOPA.lpd,LakeSediment,D18O,permil,Water Temperature,NA,NA,NA
LS15JOPA.lpd,LakeSediment,NA,cm,NA,NA,NA,NA
LS15LAOH.lpd,LakeSediment,D18O,permil,NA,NA,NA,NA
LS15LAOH.lpd,LakeSediment,D18O,permil,NA,NA,NA,NA
LS15LAOH.lpd,LakeSediment,NA,cm,NA,NA,NA,NA
LS15OEPO.lpd,LakeSediment,D18O,permil,NA,NA,NA,NA
LS15OEPO.lpd,LakeSediment,D18O,permil,NA,NA,NA,NA
LS15OEPO.lpd,LakeSediment,D18O,permil,Air Temperature,NA,NA,NA
LS15SHBO.lpd,LakeSediment,Dd,permil,NA,NA,NA,NA
LS15SHBO.lpd,LakeSediment,Dd,permil,Precipitation Isotope,NA,NA,NA
LS15SHNE.lpd,LakeSediment,Dd,permil,Precipitation Isotope,NA,NA,NA
LS15SHNE.lpd,LakeSediment,Dd,permil,Sea Ice,NA,NA,NA
LS15SHNE.lpd,LakeSediment,NA,cm,NA,NA,NA,NA
LS16STCL.lpd,LakeSediment,NA,cm,NA,NA,NA,NA
LS16STPA.lpd,LakeSediment,NA,cm,NA,NA,NA,NA
LS16THN301.lpd,LakeSediment,Dd,permil,NA,NA,NA,NA
LS16THN301.lpd,LakeSediment,Dd,permil,Precipitation Isotope,NA,NA,NA
LS16THN301.lpd,LakeSediment,NA,permil,NA,NA,NA,NA
LS16THN301.lpd,LakeSediment,N-Alkane 24 Carbon Chain,unitless,NA,NA,NA,NA
LS16THN301.lpd,LakeSediment,NA,NA,NA,NA,NA,NA
LS16THN301.lpd,LakeSediment,NA,NA,NA,NA,NA,NA
LS16THN301.lpd,LakeSediment,NA,NA,NA,NA,NA,NA
LS16THN301.lpd,LakeSediment,NA,permil,NA,NA,NA,NA
LS16THN301.lpd,LakeSediment,N-Alkane 26 Carbon Chain,unitless,NA,NA,NA,NA
LS16THN301.lpd,LakeSediment,Dd,permil,NA,NA,NA,NA
LS16THN301.lpd,LakeSediment,Dd,permil,Precipitation Isotope,NA,NA,NA
LS16THN301.lpd,LakeSediment,Dd,permil,NA,NA,NA,NA
LS16THN301.lpd,LakeSediment,NA,permil,NA,NA,NA,NA
LS16THN301.lpd,LakeSediment,N-Alkane 28 Carbon Chain,unitless,NA,NA,NA,NA
LS16THN301.lpd,LakeSediment,Thickness,cm,NA,NA,NA,NA
LS16WIGH.lpd,LakeSediment,NA,m,NA,NA,NA,NA
LS17STNU01.lpd,LakeSediment,D18O,permil,Precipitation Isotope,NA,NA,NA
LS89LATI.lpd,LakeSediment,D18O,permil,NA,NA,NA,NA
LS91BEWA.lpd,LakeSediment,D18O,permil,Precipitation And Evaporation,NA,NA,NA
LS91BEWA.lpd,LakeSediment,D18O,permil,Water Temperature,NA,NA,NA
LS91BEWA.lpd,LakeSediment,NA,cm,NA,NA,NA,NA
LS91HOMI.lpd,LakeSediment,D18O,permil,Precipitation And Evaporation,NA,NA,NA
LS91HOMI.lpd,LakeSediment,D18O,permil,Precipitation And Evaporation,NA,NA,NA
LS91HOMI.lpd,LakeSediment,D18O,permil,NA,NA,NA,NA
LS96CUPU.lpd,LakeSediment,D18O,permil,Precipitation And Evaporation,Lake Water,Precipitation And Evaporation,NA
LS96CUPU.lpd,LakeSediment,D18O,permil,Precipitation And Evaporation,Lake Water,Precipitation And Evaporation,NA
LS96CUPU.lpd,LakeSediment,D18O,permil,NA,Lake Water,NA,NA
LS96CUPU.lpd,LakeSediment,NA,cm,NA,NA,NA,NA
LS96CUPU.lpd,LakeSediment,D18O,permil,Precipitation And Evaporation,Lake Water,Precipitation And Evaporation,NA
LS96CUPU.lpd,LakeSediment,D18O,permil,Precipitation And Evaporation,Lake Water,Precipitation And Evaporation,NA
LS96CUPU.lpd,LakeSediment,D18O,permil,NA,Lake Water,NA,NA
LS96VOAM.lpd,LakeSediment,D18O,permil,Air Temperature,NA,NA,NA
LS96VOAM.lpd,LakeSediment,D18O,permil,Precipitation Isotope,NA,NA,NA
LS96VOAM.lpd,LakeSediment,D18O,permil,NA,NA,NA,NA
LS96VOAM.lpd,LakeSediment,D18O,permil,NA,NA,NA,NA
LS96VOAM.lpd,LakeSediment,NA,cm,NA,NA,NA,NA
LS97HOKA.lpd,LakeSediment,D18O,permil,NA,NA,NA,NA
LS97HOKA.lpd,LakeSediment,D18O,permil,Water Temperature,NA,NA,NA
LS97HOKA.lpd,LakeSediment,D18O,permil,Precipitation Isotope,NA,NA,NA
LS97HOKA.lpd,LakeSediment,NA,cm,NA,NA,NA,NA
LS98CUPE.lpd,LakeSediment,D18O,permil,Precipitation And Evaporation,NA,NA,NA
LS98CUPE.lpd,LakeSediment,D18O,permil,Precipitation And Evaporation,NA,NA,NA
LS98CUPE.lpd,LakeSediment,D18O,permil,NA,NA,NA,NA
LS98CUPE.lpd,LakeSediment,D18O,permil,NA,NA,NA,NA
LS98CUPE.lpd,LakeSediment,NA,cm,NA,NA,NA,NA
LS99CUVA.lpd,LakeSediment,D18O,permil,Precipitation And Evaporation,NA,NA,NA
LS99CUVA.lpd,LakeSediment,D18O,permil,NA,NA,NA,NA
LS99CUVA.lpd,LakeSediment,NA,cm,NA,NA,NA,NA
LS99CUVA.lpd,LakeSediment,D18O,permil,Precipitation And Evaporation,NA,NA,NA
LS99CUVA.lpd,LakeSediment,D18O,permil,NA,NA,NA,NA
LS99CUVA.lpd,LakeSediment,D18O,permil,Precipitation And Evaporation,NA,NA,NA
LS99CUVA.lpd,LakeSediment,D18O,permil,NA,NA,NA,NA
LS99LASI.lpd,LakeSediment,D18O,permil,Precipitation Isotope,NA,NA,NA
LS99LASI.lpd,LakeSediment,D18O,permil,Precipitation And Evaporation,NA,NA,NA
LS99LASI.lpd,LakeSediment,NA,cm,NA,NA,NA,NA
MS02FLPC.lpd,MarineSediment,D18O,permil,Temperature And D18O Of Seawater,Subsurface  30M ,D18O,NA
MS02FLPC.lpd,MarineSediment,D18O,permil,Water Temperature,Subsurface  30M ,,NA
MS02FLPC.lpd,MarineSediment,D18O,permil,Seawater Isotope,Subsurface  30M ,,NA
MS02FLPC.lpd,MarineSediment,D18O,permil,Carbonate Ion Concentration,Subsurface  30M ,,NA
MS02FLPC.lpd,MarineSediment,NA,cm,NA,NA,NA,NA
MS03BRNS.lpd,MarineSediment,D18O,permil,Temperature And D18O Of Seawater,NA,NA,NA
MS03BRNS.lpd,MarineSediment,D18O,permil,Water Temperature,NA,NA,NA
MS03BRNS.lpd,MarineSediment,D18O,permil,Seawater Isotope,NA,NA,NA
MS03BRNS.lpd,MarineSediment,D18O,permil,Carbonate Ion Concentration,NA,NA,NA
MS03BRNS.lpd,MarineSediment,D18O,permil,Temperature And D18O Of Seawater,NA,NA,NA
MS03BRNS.lpd,MarineSediment,D18O,permil,Water Temperature,NA,NA,NA
MS03BRNS.lpd,MarineSediment,D18O,permil,Seawater Isotope,NA,NA,NA
MS03BRNS.lpd,MarineSediment,D18O,permil,Carbonate Ion Concentration,NA,NA,NA
MS03KTCB.lpd,MarineSediment,D18O,permil,Temperature And D18O Of Seawater,Thermocline,Thermocline Temperature And D18O Of Seawater,NA
MS03KTCB.lpd,MarineSediment,D18O,permil,Water Temperature,Thermocline,Thermocline  Temperature,NA
MS03KTCB.lpd,MarineSediment,D18O,permil,Seawater Isotope,Thermocline,Thermocline Seawater Isotope,NA
MS03KTCB.lpd,MarineSediment,D18O,permil,Carbonate Ion Concentration,Thermocline,Thermocline Carbonate Ion Concentration,NA
MS03KTCB.lpd,MarineSediment,NA,cm,NA,NA,NA,NA
MS03KTCB.lpd,MarineSediment,D18O,permil,Temperature And D18O Of Seawater,Surface Mixed Layer,Surface Mixed Layer Temperature And D18O Of Seawater,NA
MS03KTCB.lpd,MarineSediment,D18O,permil,Water Temperature,Surface Mixed Layer,Surface Mixed Layer  Temperature,NA
MS03KTCB.lpd,MarineSediment,D18O,permil,Seawater Isotope,Surface Mixed Layer,Surface Mixed Layer Seawater Isotope,NA
MS03KTCB.lpd,MarineSediment,D18O,permil,Carbonate Ion Concentration,Surface Mixed Layer,Surface Mixed Layer Carbonate Ion Concentration,NA
MS03LKNS.lpd,MarineSediment,D18O,permil,Temperature And D18O Of Seawater,Near Sea Surface,Near Sea Surface Temperature And D18O Of Seawater,NA
MS03LKNS.lpd,MarineSediment,D18O,permil,Water Temperature,Near Sea Surface,Near Sea Surface  Temperature,NA
MS03LKNS.lpd,MarineSediment,D18O,permil,Seawater Isotope,Near Sea Surface,Near Sea Surface Seawater Isotope,NA
MS03LKNS.lpd,MarineSediment,D18O,permil,Carbonate Ion Concentration,Near Sea Surface,Near Sea Surface Carbonate Ion Concentration,NA
MS03SMAS.lpd,MarineSediment,D18O,permil,Temperature And D18O Of Seawater,Surface,Surface Temperature And D18O Of Seawater,NA
MS03SMAS.lpd,MarineSediment,D18O,permil,Water Temperature,Surface,Sea Surface  Temperature,degC
MS03SMAS.lpd,MarineSediment,D18O,permil,Seawater Isotope,Surface,Surface Seawater Isotope,NA
MS03SMAS.lpd,MarineSediment,D18O,permil,Carbonate Ion Concentration,Surface,Sea Surface Carbonate Ion Concentration,NA
MS04BLCB.lpd,MarineSediment,D18O,permil,Temperature And D18O Of Seawater,Near Surface,Near Surface Temperature And D18O Of Seawater,NA
MS04BLCB.lpd,MarineSediment,D18O,permil,Water Temperature,Near Surface,Near Surface  Temperature,NA
MS04BLCB.lpd,MarineSediment,D18O,permil,Seawater Isotope,Near Surface,Near Surface Seawater Isotope,NA
MS04BLCB.lpd,MarineSediment,D18O,permil,Carbonate Ion Concentration,Near Surface,Near Surface Carbonate Ion Concentration,NA
MS04BLCB.lpd,MarineSediment,NA,cm,NA,NA,NA,NA
MS04BLCB.lpd,MarineSediment,D18O,permil,Temperature And D18O Of Seawater,Near Surface,Near Surface Temperature And D18O Of Seawater,NA
MS04BLCB.lpd,MarineSediment,D18O,permil,Water Temperature,Near Surface,Near Surface  Temperature,NA
MS04BLCB.lpd,MarineSediment,D18O,permil,Seawater Isotope,Near Surface,Near Surface Seawater Isotope,NA
MS04BLCB.lpd,MarineSediment,D18O,permil,Carbonate Ion Concentration,Near Surface,Near Surface Carbonate Ion Concentration,NA
MS04ICNI.lpd,MarineSediment,D18O,permil,Temperature And D18O Of Seawater,Surface,Surface Temperature And D18O Of Seawater,NA
MS04ICNI.lpd,MarineSediment,D18O,permil,Water Temperature,Surface,Sea Surface  Temperature,degC
MS04ICNI.lpd,MarineSediment,D18O,permil,Seawater Isotope,Surface,Surface Seawater Isotope,NA
MS04ICNI.lpd,MarineSediment,D18O,permil,Carbonate Ion Concentration,Surface,Sea Surface Carbonate Ion Concentration,NA
MS04ICNI.lpd,MarineSediment,NA,cm,NA,NA,NA,NA
MS05ESCR.lpd,MarineSediment,NA,cm,NA,NA,NA,NA
MS05ESCR.lpd,MarineSediment,Dd,permil,Precipitation Isotope,NA,NA,NA
MS05ESCR.lpd,MarineSediment,D18O,permil,Temperature And D18O Of Seawater,Sea Surface,Sea Surface Temperature And D18O Of Seawater,NA
MS05ESCR.lpd,MarineSediment,D18O,permil,Water Temperature,Sea Surface,Sea Surface  Temperature,NA
MS05ESCR.lpd,MarineSediment,D18O,permil,NA,Sea Surface,NA,NA
MS05ESCR.lpd,MarineSediment,D18O,permil,NA,Sea Surface,NA,NA
MS05LKLF.lpd,MarineSediment,D18O,permil,Temperature And D18O Of Seawater,Near Sea Surface,Near Sea Surface Temperature And D18O Of Seawater,NA
MS05LKLF.lpd,MarineSediment,D18O,permil,Water Temperature,Near Sea Surface,Near Sea Surface  Temperature,NA
MS05LKLF.lpd,MarineSediment,D18O,permil,Seawater Isotope,Near Sea Surface,Near Sea Surface Seawater Isotope,NA
MS05LKLF.lpd,MarineSediment,D18O,permil,Carbonate Ion Concentration,Near Sea Surface,Near Sea Surface Carbonate Ion Concentration,NA
MS05LKLF.lpd,MarineSediment,NA,cm,NA,NA,NA,NA
MS06DLDS.lpd,MarineSediment,D18O,permil,Temperature And D18O Of Seawater,Sea Surface,Sea Surface Temperature And D18O Of Seawater,NA
MS06DLDS.lpd,MarineSediment,D18O,permil,Water Temperature,Sea Surface,Sea Surface  Temperature,NA
MS06DLDS.lpd,MarineSediment,D18O,permil,Seawater Isotope,Sea Surface,Sea Surface Seawater Isotope,NA
MS06DLDS.lpd,MarineSediment,D18O,permil,Carbonate Ion Concentration,Sea Surface,Sea Surface Carbonate Ion Concentration,NA
MS06DLGN.lpd,MarineSediment,NA,cm,NA,NA,NA,NA
MS06DLGN.lpd,MarineSediment,D18O,permil,Temperature And D18O Of Seawater,Sea Surface,Sea Surface Temperature And D18O Of Seawater,NA
MS06DLGN.lpd,MarineSediment,D18O,permil,Water Temperature,Sea Surface,Sea Surface  Temperature,NA
MS06DLGN.lpd,MarineSediment,D18O,permil,Seawater Isotope,Sea Surface,Sea Surface Seawater Isotope,NA
MS06DLGN.lpd,MarineSediment,D18O,permil,Carbonate Ion Concentration,Sea Surface,Sea Surface Carbonate Ion Concentration,NA
MS06DLGS.lpd,MarineSediment,D18O,permil,Temperature And D18O Of Seawater,Sea Surface,Sea Surface Temperature And D18O Of Seawater,NA
MS06DLGS.lpd,MarineSediment,D18O,permil,Water Temperature,Sea Surface,Sea Surface  Temperature,NA
MS06DLGS.lpd,MarineSediment,D18O,permil,Seawater Isotope,Sea Surface,Sea Surface Seawater Isotope,NA
MS06DLGS.lpd,MarineSediment,D18O,permil,Carbonate Ion Concentration,Sea Surface,Sea Surface Carbonate Ion Concentration,NA
MS07JRGM.lpd,MarineSediment,D18O,permil,Temperature And D18O Of Seawater,Sea Surface,Sea Surface Temperature And D18O Of Seawater,NA
MS07JRGM.lpd,MarineSediment,D18O,permil,Water Temperature,Sea Surface,Sea Surface  Temperature,NA
MS07JRGM.lpd,MarineSediment,D18O,permil,Seawater Isotope,Sea Surface,Sea Surface Seawater Isotope,NA
MS07JRGM.lpd,MarineSediment,D18O,permil,Carbonate Ion Concentration,Sea Surface,Sea Surface Carbonate Ion Concentration,NA
MS07KPPB.lpd,MarineSediment,Dd,permil,NA,NA,NA,NA
MS07KPPB.lpd,MarineSediment,Dd,permil,Precipitation Isotope,NA,NA,NA
MS07KPPB.lpd,MarineSediment,NA,cm,NA,NA,NA,NA
MS07MMNP.lpd,MarineSediment,D18O,permil,Temperature And D18O Of Seawater,Subsurface  50M ,D18O,NA
MS07MMNP.lpd,MarineSediment,D18O,permil,Water Temperature,Subsurface  50M ,,NA
MS07MMNP.lpd,MarineSediment,D18O,permil,Seawater Isotope,Subsurface  50M ,,NA
MS07MMNP.lpd,MarineSediment,D18O,permil,Carbonate Ion Concentration,Subsurface  50M ,,NA
MS07MMNP.lpd,MarineSediment,NA,cm,NA,NA,NA,NA
MS07RCNA.lpd,MarineSediment,D18O,permil,Temperature And D18O Of Seawater,Near Surface,Near Surface Temperature And D18O Of Seawater,NA
MS07RCNA.lpd,MarineSediment,D18O,permil,Water Temperature,Near Surface,Near Surface  Temperature,NA
MS07RCNA.lpd,MarineSediment,D18O,permil,Seawater Isotope,Near Surface,Near Surface Seawater Isotope,NA
MS07RCNA.lpd,MarineSediment,D18O,permil,Carbonate Ion Concentration,Near Surface,Near Surface Carbonate Ion Concentration,NA
MS07RCNA.lpd,MarineSediment,NA,cm,NA,NA,NA,NA
MS07SWGG.lpd,MarineSediment,NA,cm,NA,NA,NA,NA
MS07SWGG.lpd,MarineSediment,D18O,permil,Temperature And D18O Of Seawater,NA,NA,NA
MS07SWGG.lpd,MarineSediment,D18O,permil,Water Temperature,NA,NA,NA
MS07SWGG.lpd,MarineSediment,D18O,permil,Seawater Isotope,NA,NA,NA
MS07SWGG.lpd,MarineSediment,D18O,permil,Carbonate Ion Concentration,NA,NA,NA
MS08UAPM.lpd,MarineSediment,D18O,permil,Temperature And D18O Of Seawater,NA,NA,NA
MS08UAPM.lpd,MarineSediment,D18O,permil,Water Temperature,NA,NA,NA
MS08UAPM.lpd,MarineSediment,D18O,permil,Seawater Isotope,NA,NA,NA
MS08UAPM.lpd,MarineSediment,D18O,permil,Carbonate Ion Concentration,NA,NA,NA
MS08UAPM.lpd,MarineSediment,NA,cm,NA,NA,NA,NA
MS09DOIP.lpd,MarineSediment,D18O,permil,Temperature And D18O Of Seawater,Sea Surface,Sea Surface Temperature And D18O Of Seawater,NA
MS09DOIP.lpd,MarineSediment,D18O,permil,Water Temperature,Sea Surface,Sea Surface  Temperature,NA
MS09DOIP.lpd,MarineSediment,D18O,permil,Seawater Isotope,Sea Surface,Sea Surface Seawater Isotope,NA
MS09DOIP.lpd,MarineSediment,D18O,permil,Carbonate Ion Concentration,Sea Surface,Sea Surface Carbonate Ion Concentration,NA
MS09DTNA.lpd,MarineSediment,D18O,permil,Water Temperature,NA,NA,NA
MS09DTNA.lpd,MarineSediment,NA,cm,NA,NA,NA,NA
MS09DTNA.lpd,MarineSediment,D18O,permil,Water Temperature,NA,NA,NA
MS09TCIS.lpd,MarineSediment,D18O,permil,Temperature And D18O Of Seawater,Surface,Surface Temperature And D18O Of Seawater,NA
MS09TCIS.lpd,MarineSediment,D18O,permil,Water Temperature,Surface,Sea Surface  Temperature,degC
MS09TCIS.lpd,MarineSediment,D18O,permil,Seawater Isotope,Surface,Surface Seawater Isotope,NA
MS09TCIS.lpd,MarineSediment,D18O,permil,Carbonate Ion Concentration,Surface,Sea Surface Carbonate Ion Concentration,NA
MS09TCIS.lpd,MarineSediment,NA,cm,NA,NA,NA,NA
MS10BLMS.lpd,MarineSediment,D18O,permil,Temperature And D18O Of Seawater,Sea Surface,Sea Surface Temperature And D18O Of Seawater,NA
MS10BLMS.lpd,MarineSediment,D18O,permil,Water Temperature,Sea Surface,Sea Surface  Temperature,NA
MS10BLMS.lpd,MarineSediment,D18O,permil,Seawater Isotope,Sea Surface,Sea Surface Seawater Isotope,NA
MS10BLMS.lpd,MarineSediment,D18O,permil,Carbonate Ion Concentration,Sea Surface,Sea Surface Carbonate Ion Concentration,NA
MS10JTMA.lpd,MarineSediment,Dd,permil,Precipitation Amount,NA,NA,NA
MS10JTMA.lpd,MarineSediment,Dd,permil,Precipitation Isotope,NA,NA,NA
MS10JTMA.lpd,MarineSediment,NA,cm,NA,NA,NA,NA
MS11ANMS.lpd,MarineSediment,D18O,permil,Temperature And D18O Of Seawater,Sea Surface,Sea Surface Temperature And D18O Of Seawater,NA
MS11ANMS.lpd,MarineSediment,D18O,permil,Water Temperature,Sea Surface,Sea Surface  Temperature,NA
MS11ANMS.lpd,MarineSediment,D18O,permil,Seawater Isotope,Sea Surface,Sea Surface Seawater Isotope,NA
MS11ANMS.lpd,MarineSediment,D18O,permil,Carbonate Ion Concentration,Sea Surface,Sea Surface Carbonate Ion Concentration,NA
MS11CSCN.lpd,MarineSediment,D18O,permil,Water Temperature,NA,NA,NA
MS11CSCN.lpd,MarineSediment,D18O,permil,Seawater Isotope,NA,NA,NA
MS11CSCN.lpd,MarineSediment,D18O,permil,Carbonate Ion Concentration,NA,NA,NA
MS11CSCS.lpd,MarineSediment,D18O,permil,Temperature And D18O Of Seawater,Sea Surface,Sea Surface Temperature And D18O Of Seawater,NA
MS11CSCS.lpd,MarineSediment,D18O,permil,Water Temperature,Sea Surface,Sea Surface  Temperature,NA
MS11CSCS.lpd,MarineSediment,D18O,permil,Seawater Isotope,Sea Surface,Sea Surface Seawater Isotope,NA
MS11CSCS.lpd,MarineSediment,D18O,permil,Carbonate Ion Concentration,Sea Surface,Sea Surface Carbonate Ion Concentration,NA
MS11FAPM.lpd,MarineSediment,D18O,permil,Temperature And D18O Of Seawater,NA,NA,NA
MS11FAPM.lpd,MarineSediment,D18O,permil,Water Temperature,NA,NA,NA
MS11FAPM.lpd,MarineSediment,D18O,permil,Seawater Isotope,NA,NA,NA
MS11FAPM.lpd,MarineSediment,D18O,permil,Carbonate Ion Concentration,NA,NA,NA
MS11FAPM.lpd,MarineSediment,NA,cm,NA,NA,NA,NA
