coordinates,publication,filename,archiveType,variableType,description,proxyObservationType,units,rank,interpretation/variable,interpretation/variableDetail,inferredVariable,inferredVarUnits
"[85.72, 28.38, 7200]",iso2k1_0_0,IC00THDS.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[123.39, -75.1, 3233]",iso2k1_0_0,IC01JO01.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[123.39, -75.1, 3233]",iso2k1_0_0,IC01JO01.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[0.01, -75, 2882]",iso2k1_0_0,IC02GR05.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[0.01, -75, 2882]",iso2k1_0_0,IC02GR05.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-3.43, -75.58, 2669]",iso2k1_0_0,IC02GR07.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-3.43, -75.58, 2669]",iso2k1_0_0,IC02GR07.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[6.5, -75.17, 3160]",iso2k1_0_0,IC02GR17.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[6.5, -75.17, 3160]",iso2k1_0_0,IC02GR17.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[64, 81, 509]",iso2k1_0_0,IC02HEWD.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[64, 81, 509]",iso2k1_0_0,IC02HEWD.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-45.72, -79.57, 890]",iso2k1_0_0,IC02MUBI.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-45.72, -79.57, 890]",iso2k1_0_0,IC02MUBI.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-8.37, -70.62, 40]",iso2k1_0_0,IC02SCGN.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-8.37, -70.62, 40]",iso2k1_0_0,IC02SCGN.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[159.06, -72.8, 2316]",iso2k1_0_0,IC02STTA.lpd,GlacierIce,measured,glacier ice,Dd,permil,2,NA,Air Surface,NA,NA
"[159.06, -72.8, 2316]",iso2k1_0_0,IC02STTA.lpd,GlacierIce,measured,glacier ice,Dd,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[37.35, -3.08, 5893]",iso2k1_0_0,IC02THKI.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[37.35, -3.08, 5893]",iso2k1_0_0,IC02THKI.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[37.35, -3.08, 5893]",iso2k1_0_0,IC02THKI.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[37.35, -3.08, 5893]",iso2k1_0_0,IC02THKI.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[37.35, -3.08, 5893]",iso2k1_0_0,IC02THKI.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[37.35, -3.08, 5893]",iso2k1_0_0,IC02THKI.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[37.35, -3.08, 5893]",iso2k1_0_0,IC02THKI.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[37.35, -3.08, 5893]",iso2k1_0_0,IC02THKI.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[37.35, -3.08, 5893]",iso2k1_0_0,IC02THKI.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[37.35, -3.08, 5893]",iso2k1_0_0,IC02THKI.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-67.77, -16.62, 6350]",iso2k1_0_0,IC03HOIL.lpd,GlacierIce,measured,glacier ice,Dd,permil,2,NA,NA,NA,NA
"[-67.77, -16.62, 6350]",iso2k1_0_0,IC03HOIL.lpd,GlacierIce,measured,glacier ice,Dd,permil,1,Precipitation Isotope,NA,NA,NA
"[86.92, 27.98, 6500]",iso2k1_0_0,IC03HORB.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,NA,NA,NA
"[-140.5, 60.59, 5340]",iso2k1_0_0,IC04FIML.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,NA,NA,NA
"[-140.5, 60.59, 5340]",iso2k1_0_0,IC04FIML.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,NA,NA,NA
"[24, 79.83, 750]",iso2k1_0_0,IC05ISAU.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[24, 79.83, 750]",iso2k1_0_0,IC05ISAU.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[4.8, -70.24, 48]",iso2k1_0_0,IC06KAS1.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[4.8, -70.24, 48]",iso2k1_0_0,IC06KAS1.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[96.4, 38.1, 5325]",iso2k1_0_0,IC06THDD.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[96.4, 38.1, 5325]",iso2k1_0_0,IC06THDD.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[89.0833, 33.9167, 6070]",iso2k1_0_0,IC06THPR.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[89.0833, 33.9167, 6070]",iso2k1_0_0,IC06THPR.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-43.83, 65.18, 2480]",iso2k1_0_0,IC06VID3.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-43.83, 65.18, 2480]",iso2k1_0_0,IC06VID3.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-37.4, 72.3, 3238]",iso2k1_0_0,IC06VIGR.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-37.4, 72.3, 3238]",iso2k1_0_0,IC06VIGR.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-42.32, 75.1, 2917]",iso2k1_0_0,IC06VING.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-42.32, 75.1, 2917]",iso2k1_0_0,IC06VING.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[90.76, 35.81, 5680]",iso2k1_0_0,IC06WAML.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[90.76, 35.81, 5680]",iso2k1_0_0,IC06WAML.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[39.7, -77.32, 3810]",iso2k1_0_0,IC07KADF.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[39.7, -77.32, 3810]",iso2k1_0_0,IC07KADF.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[86.96, 28.03, 6518]",iso2k1_0_0,IC07KARB.lpd,GlacierIce,measured,glacier ice,Dd,permil,2,NA,NA,NA,NA
"[86.96, 28.03, 6518]",iso2k1_0_0,IC07KARB.lpd,GlacierIce,measured,glacier ice,Dd,permil,1,Precipitation Isotope,NA,NA,NA
"[17.42, 78.86, 1250]",iso2k1_0_0,IC08DILO.lpd,GlacierIce,measured,glacier ice,D-Excess,permil,2,NA,Air Surface,NA,NA
"[17.42, 78.86, 1250]",iso2k1_0_0,IC08DILO.lpd,GlacierIce,measured,glacier ice,D-Excess,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[39.7, -77.32, 3810]",iso2k1_0_0,IC08HODF.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[39.7, -77.32, 3810]",iso2k1_0_0,IC08HODF.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-70.36, -73.59, 1400]",iso2k1_0_0,IC08THGZ.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-70.36, -73.59, 1400]",iso2k1_0_0,IC08THGZ.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-73.1, 80.7, 1670]",iso2k1_0_0,IC08VI77.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-73.1, 80.7, 1670]",iso2k1_0_0,IC08VI77.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-73.1, 80.7, 1700]",iso2k1_0_0,IC08VI79.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-73.1, 80.7, 1700]",iso2k1_0_0,IC08VI79.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-73.1, 80.7, 1730]",iso2k1_0_0,IC08VI84.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-73.1, 80.7, 1730]",iso2k1_0_0,IC08VI84.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-73.1, 80.7, 1730]",iso2k1_0_0,IC08VI87.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-73.1, 80.7, 1730]",iso2k1_0_0,IC08VI87.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-26.73, 71.27, 2350]",iso2k1_0_0,IC08VIRE.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-26.73, 71.27, 2350]",iso2k1_0_0,IC08VIRE.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-73.32, -46.58, 3747]",iso2k1_0_0,IC08VISV.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,NA,NA,NA
"[-73.32, -46.58, 3747]",iso2k1_0_0,IC08VISV.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,NA,NA,NA
"[86.56, 49.8067, 4062]",iso2k1_0_0,IC09EIBE.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[86.56, 49.8067, 4062]",iso2k1_0_0,IC09EIBE.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-73.1, 80.7, 1700]",iso2k1_0_0,IC09KA79.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-73.1, 80.7, 1700]",iso2k1_0_0,IC09KA79.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-43.83, 65.18, 2477]",iso2k1_0_0,IC09KAD3.lpd,GlacierIce,measured,d18O of glacier ice (anomaly/index),D18O,permil,2,NA,Air Surface,NA,NA
"[-43.83, 65.18, 2477]",iso2k1_0_0,IC09KAD3.lpd,GlacierIce,measured,d18O of glacier ice (anomaly/index),D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-42.32, 75.1, 2917]",iso2k1_0_0,IC09KANG.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-42.32, 75.1, 2917]",iso2k1_0_0,IC09KANG.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[94.82, 80.52, 750]",iso2k1_0_0,IC09OPAN.lpd,GlacierIce,measured,glacier ice,Dd,permil,2,NA,Air Surface,NA,NA
"[94.82, 80.52, 750]",iso2k1_0_0,IC09OPAN.lpd,GlacierIce,measured,glacier ice,Dd,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[94.82, 80.52, 750]",iso2k1_0_0,IC09OPAN.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[94.82, 80.52, 750]",iso2k1_0_0,IC09OPAN.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[94.82, 80.52, 750]",iso2k1_0_0,IC09OPAN.lpd,GlacierIce,measured,glacier ice,D-Excess,permil,2,NA,NA,NA,NA
"[94.82, 80.52, 750]",iso2k1_0_0,IC09OPAN.lpd,GlacierIce,measured,glacier ice,D-Excess,permil,1,Precipitation Isotope,NA,NA,NA
"[-73.1, 80.7, 1700]",iso2k1_0_0,IC09VIA8.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-73.1, 80.7, 1700]",iso2k1_0_0,IC09VIA8.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-61.13, 77.17, 1885]",iso2k1_0_0,IC09VICC.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-61.13, 77.17, 1885]",iso2k1_0_0,IC09VICC.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-26.73, 71.27, 2350]",iso2k1_0_0,IC09VIRE.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-26.73, 71.27, 2350]",iso2k1_0_0,IC09VIRE.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[11.59, -71.34, 1300]",iso2k1_0_0,IC10NAB5.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[11.59, -71.34, 1300]",iso2k1_0_0,IC10NAB5.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-37.32, 71.12, 3174]",iso2k1_0_0,IC10VICR.lpd,GlacierIce,measured,NA,Thisshouldntbeempty,NA,2,NA,Air Surface,NA,NA
"[-37.32, 71.12, 3174]",iso2k1_0_0,IC10VICR.lpd,GlacierIce,measured,NA,Thisshouldntbeempty,NA,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-37.32, 71.12, 3174]",iso2k1_0_0,IC10VICR.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-37.32, 71.12, 3174]",iso2k1_0_0,IC10VICR.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-37.32, 71.12, 3174]",iso2k1_0_0,IC10VICR.lpd,GlacierIce,measured,NA,D18O,NA,2,NA,Air Surface,NA,NA
"[-37.32, 71.12, 3174]",iso2k1_0_0,IC10VICR.lpd,GlacierIce,measured,NA,D18O,NA,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-43.83, 65.18, 2480]",iso2k1_0_0,IC10VID3.lpd,GlacierIce,measured,glacier ice,D18O,permil,NA,NA,NA,NA,NA
"[-38.5, 72.6, 3203]",iso2k1_0_0,IC10VIGI.lpd,GlacierIce,measured,glacier ice,Dd,permil,2,NA,Air Surface,NA,NA
"[-38.5, 72.6, 3203]",iso2k1_0_0,IC10VIGI.lpd,GlacierIce,measured,glacier ice,Dd,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-38.5, 72.6, 3203]",iso2k1_0_0,IC10VIGI.lpd,GlacierIce,measured,glacier ice,Dd,permil,NA,NA,NA,NA,NA
"[-37.64, 72.58, 3200]",iso2k1_0_0,IC10VIGR.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-37.64, 72.58, 3200]",iso2k1_0_0,IC10VIGR.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-44.58, 70.3, 2451]",iso2k1_0_0,IC10VIMI.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-44.58, 70.3, 2451]",iso2k1_0_0,IC10VIMI.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-44.58, 70.3, 2451]",iso2k1_0_0,IC10VIMI.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-44.58, 70.3, 2451]",iso2k1_0_0,IC10VIMI.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-43.83, 65.1833]",iso2k1_0_0,IC10VIP3.lpd,GlacierIce,measured,principle component analysis of  d18O of glacier ice,D18O,NA,2,NA,Air Surface,NA,NA
"[-43.83, 65.1833]",iso2k1_0_0,IC10VIP3.lpd,GlacierIce,measured,principle component analysis of  d18O of glacier ice,D18O,NA,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-43.83, 65.1833]",iso2k1_0_0,IC10VIP3.lpd,GlacierIce,measured,principle component (PC) analysis of  d18O of glacier ice,D18O,NA,2,NA,Air Surface,NA,NA
"[-43.83, 65.1833]",iso2k1_0_0,IC10VIP3.lpd,GlacierIce,measured,principle component (PC) analysis of  d18O of glacier ice,D18O,NA,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-26.73, 71.27, 2350]",iso2k1_0_0,IC10VIRE.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-26.73, 71.27, 2350]",iso2k1_0_0,IC10VIRE.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-26.73, 71.27, 2350]",iso2k1_0_0,IC10VIRE.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-26.73, 71.27, 2350]",iso2k1_0_0,IC10VIRE.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-35.82, 70.63, 3092]",iso2k1_0_0,IC10VISA.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-35.82, 70.63, 3092]",iso2k1_0_0,IC10VISA.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-35.82, 70.63, 3092]",iso2k1_0_0,IC10VISA.lpd,GlacierIce,measured,depth,NA,cm,NA,NA,NA,NA,NA
"[-35.82, 70.63, 3092]",iso2k1_0_0,IC10VISA.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-35.82, 70.63, 3092]",iso2k1_0_0,IC10VISA.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-39.62, 70.64, 3018]",iso2k1_0_0,IC10VISD.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-39.62, 70.64, 3018]",iso2k1_0_0,IC10VISD.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-39.62, 70.64, 3018]",iso2k1_0_0,IC10VISD.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-39.62, 70.64, 3018]",iso2k1_0_0,IC10VISD.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-35.85, 71.76, 3087]",iso2k1_0_0,IC10VISE.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-35.85, 71.76, 3087]",iso2k1_0_0,IC10VISE.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-35.85, 71.76, 3087]",iso2k1_0_0,IC10VISE.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-35.85, 71.76, 3087]",iso2k1_0_0,IC10VISE.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-35.84, 71.15, 3098]",iso2k1_0_0,IC10VISG.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-35.84, 71.15, 3098]",iso2k1_0_0,IC10VISG.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-35.84, 71.15, 3098]",iso2k1_0_0,IC10VISG.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-35.84, 71.15, 3098]",iso2k1_0_0,IC10VISG.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[162.53, -77.33, 626]",iso2k1_0_0,IC11BEVL.lpd,GlacierIce,measured,glacier ice,Dd,permil,2,NA,Air Surface,NA,NA
"[162.53, -77.33, 626]",iso2k1_0_0,IC11BEVL.lpd,GlacierIce,measured,glacier ice,Dd,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[17.42, 78.86, 1250]",iso2k1_0_0,IC11DILO.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[17.42, 78.86, 1250]",iso2k1_0_0,IC11DILO.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-80.4, 78.4, 2030]",iso2k1_0_0,IC11KIPW.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-80.4, 78.4, 2030]",iso2k1_0_0,IC11KIPW.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[11.54, -70.86, 703]",iso2k1_0_0,IC11LAB4.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[11.54, -70.86, 703]",iso2k1_0_0,IC11LAB4.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[94.32, 43.05, 4512]",iso2k1_0_0,IC11LIMI.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[94.32, 43.05, 4512]",iso2k1_0_0,IC11LIMI.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[159.18, -72.82, 2315]",iso2k1_0_0,IC11STTA.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[159.18, -72.82, 2315]",iso2k1_0_0,IC11STTA.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-57.69, -64.2, 1542]",iso2k1_0_0,IC12MUJR.lpd,GlacierIce,measured,glacier ice,Dd,permil,2,NA,Air Surface,NA,NA
"[-57.69, -64.2, 1542]",iso2k1_0_0,IC12MUJR.lpd,GlacierIce,measured,glacier ice,Dd,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[167.68, -77.52, 1600]",iso2k1_0_0,IC12RHME.lpd,GlacierIce,measured,glacier ice,Dd,permil,2,NA,Air Surface,NA,NA
"[167.68, -77.52, 1600]",iso2k1_0_0,IC12RHME.lpd,GlacierIce,measured,glacier ice,Dd,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[169.08, -72.9, 400]",iso2k1_0_0,IC12SIWG.lpd,GlacierIce,measured,glacier ice,Dd,permil,2,NA,Air Surface,NA,NA
"[169.08, -72.9, 400]",iso2k1_0_0,IC12SIWG.lpd,GlacierIce,measured,glacier ice,Dd,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[6.8478, 45.8411, 4250]",iso2k1_0_0,IC12WACD.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[6.8478, 45.8411, 4250]",iso2k1_0_0,IC12WACD.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[7.877, 45.9297, 4450]",iso2k1_0_0,IC13BOCG.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[7.877, 45.9297, 4450]",iso2k1_0_0,IC13BOCG.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[7.877, 45.9297, 4450]",iso2k1_0_0,IC13BOCG.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[7.877, 45.9297, 4450]",iso2k1_0_0,IC13BOCG.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[7.877, 45.9297, 4450]",iso2k1_0_0,IC13BOCG.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[7.877, 45.9297, 4450]",iso2k1_0_0,IC13BOCG.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[7.877, 45.9297, 4450]",iso2k1_0_0,IC13BOCG.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[7.877, 45.9297, 4450]",iso2k1_0_0,IC13BOCG.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[94.82, 80.52, 750]",iso2k1_0_0,IC13OPAN.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[94.82, 80.52, 750]",iso2k1_0_0,IC13OPAN.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[112.81, -66.77, 1370]",iso2k1_0_0,IC13PALD.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
