coordinates,publication,filename,archiveType,variableType,description,proxyObservationType,units,rank,interpretation/variable,interpretation/variableDetail,inferredVariable,inferredVarUnits
"[39.5, -8.0167, -6]",iso2k1_0_0,CO06DATZ.lpd,Coral,measured,carbonate,D18O,permil,3,NA,Sea Surface,NA,NA
"[39.5, -8.0167, -6]",iso2k1_0_0,CO06DATZ.lpd,Coral,measured,carbonate,D18O,permil,1,Water Temperature,Sea Surface,Sea Surface  Temperature,NA
"[39.5, -8.0167, -6]",iso2k1_0_0,CO06DATZ.lpd,Coral,measured,carbonate,D18O,permil,2,D18O Seawater,Sea Surface,Sea Surface D18O Seawater,NA
"[-60.85, 11.17, -2]",iso2k1_0_0,CO06MOTO.lpd,Coral,measured,carbonate,D18O,permil,3,NA,Sea Surface,NA,NA
"[-60.85, 11.17, -2]",iso2k1_0_0,CO06MOTO.lpd,Coral,measured,carbonate,D18O,permil,2,Water Temperature,Sea Surface,Sea Surface  Temperature,NA
"[-60.85, 11.17, -2]",iso2k1_0_0,CO06MOTO.lpd,Coral,measured,carbonate,D18O,permil,1,D18O Seawater,Sea Surface,Sea Surface D18O Seawater,NA
"[148.43, -17.73, -5]",iso2k1_0_0,CO07CAFR.lpd,Coral,measured,carbonate,D18O,permil,3,NA,Sea Surface,NA,NA
"[148.43, -17.73, -5]",iso2k1_0_0,CO07CAFR.lpd,Coral,measured,carbonate,D18O,permil,1,D18O Seawater,Sea Surface,Sea Surface D18O Seawater,NA
"[148.43, -17.73, -5]",iso2k1_0_0,CO07CAFR.lpd,Coral,measured,carbonate,D18O,permil,2,Water Temperature,Sea Surface,Sea Surface  Temperature,NA
"[-64.9888, 30.6486, -16]",iso2k1_0_0,CO08GOBE.lpd,Coral,measured,carbonate,D18O,permil,3,NA,Sea Surface,NA,NA
"[-64.9888, 30.6486, -16]",iso2k1_0_0,CO08GOBE.lpd,Coral,measured,carbonate,D18O,permil,1,Water Temperature,Sea Surface,Sea Surface  Temperature,NA
"[-64.9888, 30.6486, -16]",iso2k1_0_0,CO08GOBE.lpd,Coral,measured,carbonate,D18O,permil,2,D18O Seawater,Sea Surface,Sea Surface D18O Seawater,NA
"[-66.75, 11.77, -2]",iso2k1_0_0,CO08HEVE.lpd,Coral,measured,carbonate,D18O,permil,3,NA,Sea Surface,NA,NA
"[-66.75, 11.77, -2]",iso2k1_0_0,CO08HEVE.lpd,Coral,measured,carbonate,D18O,permil,1,Water Temperature,Sea Surface,Sea Surface  Temperature,NA
"[-66.75, 11.77, -2]",iso2k1_0_0,CO08HEVE.lpd,Coral,measured,carbonate,D18O,permil,2,D18O Seawater,Sea Surface,Sea Surface D18O Seawater,NA
"[-67.001, 17.933, -4]",iso2k1_0_0,CO08KIPR.lpd,Coral,measured,carbonate,D18O,permil,3,NA,Sea Surface,NA,NA
"[-67.001, 17.933, -4]",iso2k1_0_0,CO08KIPR.lpd,Coral,measured,carbonate,D18O,permil,1,Water Temperature,Sea Surface,Sea Surface  Temperature,NA
"[-67.001, 17.933, -4]",iso2k1_0_0,CO08KIPR.lpd,Coral,measured,carbonate,D18O,permil,2,D18O Seawater,Sea Surface,Sea Surface D18O Seawater,NA
"[-67.001, 17.933, -4]",iso2k1_0_0,CO08KIPR.lpd,Coral,measured,depth,NA,cm,NA,NA,NA,NA,NA
"[40.1, -3.2, -4.4]",iso2k1_0_0,CO09NAKY.lpd,Coral,measured,carbonate,D18O,permil,3,NA,Sea Surface,NA,NA
"[40.1, -3.2, -4.4]",iso2k1_0_0,CO09NAKY.lpd,Coral,measured,carbonate,D18O,permil,1,Water Temperature,Sea Surface,Sea Surface  Temperature,NA
"[40.1, -3.2, -4.4]",iso2k1_0_0,CO09NAKY.lpd,Coral,measured,carbonate,D18O,permil,2,D18O Seawater,Sea Surface,Sea Surface D18O Seawater,NA
"[-159.2859, 3.9062, -11]",iso2k1_0_0,CO09NUTB.lpd,Coral,measured,depth,NA,cm,NA,NA,NA,NA,NA
"[-61.49, 16.2, -1.7]",iso2k1_0_0,CO10HEIG.lpd,Coral,measured,carbonate,D18O,permil,2,NA,Sea Surface,NA,NA
"[-61.49, 16.2, -1.7]",iso2k1_0_0,CO10HEIG.lpd,Coral,measured,carbonate,D18O,permil,1,Water Temperature,Sea Surface,Sea Surface  Temperature,NA
"[166.04, -15.94, -8]",iso2k1_0_0,CO12GOVA.lpd,Coral,measured,carbonate,D18O,permil,3,NA,Sea Surface,NA,NA
"[166.04, -15.94, -8]",iso2k1_0_0,CO12GOVA.lpd,Coral,measured,carbonate,D18O,permil,1,D18O Seawater,Sea Surface,Sea Surface D18O Seawater,NA
"[166.04, -15.94, -8]",iso2k1_0_0,CO12GOVA.lpd,Coral,measured,carbonate,D18O,permil,2,Water Temperature,Sea Surface,Sea Surface  Temperature,NA
"[-88.2497, 16.1292, -11.8]",iso2k1_0_0,CO13CABL.lpd,Coral,measured,carbonate,D18O,permil,2,NA,NA,NA,NA
"[-88.2497, 16.1292, -11.8]",iso2k1_0_0,CO13CABL.lpd,Coral,measured,carbonate,D18O,permil,1,Water Temperature,NA,NA,NA
"[-86.9508, 16.0644, -6]",iso2k1_0_0,CO13CAHN.lpd,Coral,measured,carbonate,D18O,permil,2,NA,NA,NA,NA
"[-86.9508, 16.0644, -6]",iso2k1_0_0,CO13CAHN.lpd,Coral,measured,carbonate,D18O,permil,1,Water Temperature,NA,NA,NA
"[-159.2859, 3.9062]",iso2k1_0_0,CO13COTB.lpd,Coral,measured,carbonate,D18O,permil,3,NA,Sea Surface,NA,NA
"[-159.2859, 3.9062]",iso2k1_0_0,CO13COTB.lpd,Coral,measured,carbonate,D18O,permil,1,Water Temperature,Sea Surface,Sea Surface  Temperature,NA
"[-159.2859, 3.9062]",iso2k1_0_0,CO13COTB.lpd,Coral,measured,carbonate,D18O,permil,2,D18O Seawater,Sea Surface,Sea Surface D18O Seawater,NA
"[-159.2859, 3.9062]",iso2k1_0_0,CO13COTB.lpd,Coral,measured,depth,NA,cm,NA,NA,NA,NA,NA
"[-157.24, 1.52]",iso2k1_0_0,CO13COXM.lpd,Coral,measured,carbonate,D18O,permil,3,NA,Sea Surface,NA,NA
"[-157.24, 1.52]",iso2k1_0_0,CO13COXM.lpd,Coral,measured,carbonate,D18O,permil,1,Water Temperature,Sea Surface,Sea Surface  Temperature,NA
"[-157.24, 1.52]",iso2k1_0_0,CO13COXM.lpd,Coral,measured,carbonate,D18O,permil,2,D18O Seawater,Sea Surface,Sea Surface D18O Seawater,NA
"[-157.24, 1.52]",iso2k1_0_0,CO13COXM.lpd,Coral,measured,depth,NA,cm,NA,NA,NA,NA,NA
"[110.656, 19.287, -4]",iso2k1_0_0,CO13DESC01A.lpd,Coral,measured,carbonate,D18O,permil,1,D18O Seawater,NA,NA,NA
"[152.8115, -10.6907, 0]",iso2k1_0_0,CO13HENG.lpd,Coral,measured,carbonate,D18O,permil,3,NA,Sea Surface,NA,NA
"[152.8115, -10.6907, 0]",iso2k1_0_0,CO13HENG.lpd,Coral,measured,carbonate,D18O,permil,1,D18O Seawater,Sea Surface,Sea Surface D18O Seawater,NA
"[152.8115, -10.6907, 0]",iso2k1_0_0,CO13HENG.lpd,Coral,measured,carbonate,D18O,permil,2,Water Temperature,Sea Surface,Sea Surface  Temperature,NA
"[172.7469, 3.0731, -5]",iso2k1_0_0,CO14CABT.lpd,Coral,measured,depth,NA,cm,NA,NA,NA,NA,NA
"[172.7469, 3.0731, -5]",iso2k1_0_0,CO14CABT.lpd,Coral,measured,carbonate,D18O,permil,3,NA,Sea Surface,NA,NA
"[172.7469, 3.0731, -5]",iso2k1_0_0,CO14CABT.lpd,Coral,measured,carbonate,D18O,permil,1,Water Temperature,Sea Surface,Sea Surface  Temperature,NA
"[172.7469, 3.0731, -5]",iso2k1_0_0,CO14CABT.lpd,Coral,measured,carbonate,D18O,permil,2,D18O Seawater,Sea Surface,Sea Surface D18O Seawater,NA
"[123.5167, -10.2, -3]",iso2k1_0_0,CO14CATI.lpd,Coral,measured,depth,NA,cm,NA,NA,NA,NA,NA
"[113.749, -28.4589, -8]",iso2k1_0_0,CO14ZIHO.lpd,Coral,measured,carbonate,D18O,permil,2,NA,Sea Surface,NA,NA
"[113.749, -28.4589, -8]",iso2k1_0_0,CO14ZIHO.lpd,Coral,measured,carbonate,D18O,permil,1,Water Temperature,Sea Surface,Sea Surface  Temperature,NA
"[43.6195, -23.3572, -1.1]",iso2k1_0_0,CO14ZIMG.lpd,Coral,measured,carbonate,D18O,permil,4,NA,Sea Surface,NA,NA
"[43.6195, -23.3572, -1.1]",iso2k1_0_0,CO14ZIMG.lpd,Coral,measured,carbonate,D18O,permil,1,Water Temperature,Sea Surface,Sea Surface  Temperature,NA
"[43.6195, -23.3572, -1.1]",iso2k1_0_0,CO14ZIMG.lpd,Coral,measured,carbonate,D18O,permil,2,D18O Seawater,Sea Surface,Sea Surface D18O Seawater,NA
"[43.6195, -23.3572, -1.1]",iso2k1_0_0,CO14ZIMG.lpd,Coral,measured,carbonate,D18O,permil,4,NA,Sea Surface,NA,NA
"[100.5167, -3.1833, -0.7]",iso2k1_0_0,CO15ABSP.lpd,Coral,measured,depth,NA,cm,NA,NA,NA,NA,NA
"[110.667, 19.308, -6]",iso2k1_0_0,CO17DESC01A.lpd,Coral,measured,carbonate,D18O,permil,1,D18O Seawater,NA,NA,NA
"[110.667, 19.308, -6]",iso2k1_0_0,CO17DESC01A.lpd,Coral,measured,carbonate,D18O,permil,2,Water Temperature,NA,NA,NA
"[110.667, 19.308, -6]",iso2k1_0_0,CO17DESC01A.lpd,Coral,measured,carbonate,D18O,permil,3,NA,NA,NA,NA
"[110.662, 19.301, -6]",iso2k1_0_0,CO17DESC02A.lpd,Coral,measured,carbonate,D18O,permil,1,D18O Seawater,NA,NA,NA
"[110.662, 19.301, -6]",iso2k1_0_0,CO17DESC02A.lpd,Coral,measured,carbonate,D18O,permil,2,Water Temperature,NA,NA,NA
"[110.656, 19.287, -6]",iso2k1_0_0,CO17DESC03A.lpd,Coral,measured,carbonate,D18O,permil,1,D18O Seawater,NA,NA,NA
"[110.656, 19.287, -6]",iso2k1_0_0,CO17DESC03A.lpd,Coral,measured,carbonate,D18O,permil,2,Water Temperature,NA,NA,NA
"[110.692, 19.3198, -6]",iso2k1_0_0,CO17DESC04A.lpd,Coral,measured,carbonate,D18O,permil,1,D18O Seawater,NA,NA,NA
"[110.692, 19.3198, -6]",iso2k1_0_0,CO17DESC04A.lpd,Coral,measured,carbonate,D18O,permil,2,Water Temperature,NA,NA,NA
"[110.7531, 19.395]",iso2k1_0_0,CO17XISC01A.lpd,Coral,measured,carbonate,D18O,permil,1,Water Temperature,NA,NA,NA
"[110.7531, 19.395]",iso2k1_0_0,CO17XISC01A.lpd,Coral,measured,carbonate,D18O,permil,2,D18O Seawater,NA,NA,NA
"[-91.234, -0.4084, -1.5]",iso2k1_0_0,CO94DUUR.lpd,Coral,measured,carbonate,D18O,permil,3,NA,Sea Surface,NA,NA
"[-91.234, -0.4084, -1.5]",iso2k1_0_0,CO94DUUR.lpd,Coral,measured,carbonate,D18O,permil,1,Water Temperature,Sea Surface,Sea Surface  Temperature,NA
"[-91.234, -0.4084, -1.5]",iso2k1_0_0,CO94DUUR.lpd,Coral,measured,carbonate,D18O,permil,2,D18O Seawater,Sea Surface,Sea Surface D18O Seawater,NA
"[34.9667, 29.4333, -4.5]",iso2k1_0_0,CO94HEAQ.lpd,Coral,measured,carbonate,D18O,permil,1,Water Temperature,NA,NA,NA
"[34.9667, 29.4333, -4.5]",iso2k1_0_0,CO94HEAQ.lpd,Coral,measured,carbonate,D18O,permil,1,Water Temperature,NA,NA,NA
"[-82.05, 7.98, -3]",iso2k1_0_0,CO94LISE.lpd,Coral,measured,carbonate,D18O,permil,3,Temperature And Precipitation,Sea Surface,Sea Surface Temperature And Precipitation,NA
"[-82.05, 7.98, -3]",iso2k1_0_0,CO94LISE.lpd,Coral,measured,carbonate,D18O,permil,1,D18O Seawater,Sea Surface,Sea Surface D18O Seawater,NA
"[-82.05, 7.98, -3]",iso2k1_0_0,CO94LISE.lpd,Coral,measured,carbonate,D18O,permil,2,Water Temperature,Sea Surface,Sea Surface  Temperature,NA
"[-82.05, 7.98, -3]",iso2k1_0_0,CO94LISE.lpd,Coral,measured,depth,NA,mm,NA,NA,NA,NA,NA
"[145.82, -5.22, -3]",iso2k1_0_0,CO95TUNG.lpd,Coral,measured,carbonate,D18O,permil,3,NA,Sea Surface,NA,NA
"[145.82, -5.22, -3]",iso2k1_0_0,CO95TUNG.lpd,Coral,measured,carbonate,D18O,permil,1,D18O Seawater,Sea Surface,Sea Surface D18O Seawater,NA
"[145.82, -5.22, -3]",iso2k1_0_0,CO95TUNG.lpd,Coral,measured,carbonate,D18O,permil,2,Water Temperature,Sea Surface,Sea Surface  Temperature,NA
"[167, -15, -1]",iso2k1_0_0,CO96QUVA.lpd,Coral,measured,carbonate,D18O,permil,3,NA,Sea Surface,NA,NA
"[167, -15, -1]",iso2k1_0_0,CO96QUVA.lpd,Coral,measured,carbonate,D18O,permil,1,Water Temperature,Sea Surface,Sea Surface  Temperature,NA
"[167, -15, -1]",iso2k1_0_0,CO96QUVA.lpd,Coral,measured,carbonate,D18O,permil,2,D18O Seawater,Sea Surface,Sea Surface D18O Seawater,NA
"[-80.1715, 25.3903, -10]",iso2k1_0_0,CO96SWBB.lpd,Coral,measured,carbonate,D18O,permil,3,NA,NA,NA,NA
"[-80.1715, 25.3903, -10]",iso2k1_0_0,CO96SWBB.lpd,Coral,measured,carbonate,D18O,permil,1,Precipitation And Evaporation,NA,NA,NA
"[-80.1715, 25.3903, -10]",iso2k1_0_0,CO96SWBB.lpd,Coral,measured,carbonate,D18O,permil,2,Water Temperature,NA,NA,NA
"[-80.1715, 25.3903, -10]",iso2k1_0_0,CO96SWBB.lpd,Coral,measured,depth,NA,cm,NA,NA,NA,NA,NA
"[-80.75, 24.9167, -5]",iso2k1_0_0,CO96SWFB.lpd,Coral,measured,carbonate,D18O,permil,3,NA,Sea Surface,NA,NA
"[-80.75, 24.9167, -5]",iso2k1_0_0,CO96SWFB.lpd,Coral,measured,carbonate,D18O,permil,1,D18O Seawater,Sea Surface,Sea Surface D18O Seawater,NA
"[-80.75, 24.9167, -5]",iso2k1_0_0,CO96SWFB.lpd,Coral,measured,carbonate,D18O,permil,2,Water Temperature,Sea Surface,Sea Surface  Temperature,NA
"[-80.75, 24.9167, -5]",iso2k1_0_0,CO96SWFB.lpd,Coral,measured,depth,NA,cm,NA,NA,NA,NA,NA
"[-149.8333, -17.5, -5]",iso2k1_0_0,CO98BOFP.lpd,Coral,measured,carbonate,D18O,permil,3,NA,Sea Surface,NA,NA
"[-149.8333, -17.5, -5]",iso2k1_0_0,CO98BOFP.lpd,Coral,measured,carbonate,D18O,permil,1,Water Temperature,Sea Surface,Sea Surface  Temperature,NA
"[-149.8333, -17.5, -5]",iso2k1_0_0,CO98BOFP.lpd,Coral,measured,carbonate,D18O,permil,2,D18O Seawater,Sea Surface,Sea Surface D18O Seawater,NA
"[70, 22.6, -1]",iso2k1_0_0,CO98CHPI.lpd,Coral,measured,carbonate,D18O,permil,2,NA,Sea Surface,NA,NA
"[70, 22.6, -1]",iso2k1_0_0,CO98CHPI.lpd,Coral,measured,carbonate,D18O,permil,1,Water Temperature,Sea Surface,Sea Surface  Temperature,NA
"[70, 22.6, -1]",iso2k1_0_0,CO98CHPI.lpd,Coral,measured,depth,NA,cm,NA,NA,NA,NA,NA
"[-157.2473, 1.6792, 9]",iso2k1_0_0,CO98EVXM.lpd,Coral,measured,carbonate,D18O,permil,3,NA,Sea Surface,NA,NA
"[-157.2473, 1.6792, 9]",iso2k1_0_0,CO98EVXM.lpd,Coral,measured,carbonate,D18O,permil,1,Water Temperature,Sea Surface,Sea Surface  Temperature,NA
"[-157.2473, 1.6792, 9]",iso2k1_0_0,CO98EVXM.lpd,Coral,measured,carbonate,D18O,permil,2,D18O Seawater,Sea Surface,Sea Surface D18O Seawater,NA
"[166.45, -22.48, -3]",iso2k1_0_0,CO98QUNC.lpd,Coral,measured,carbonate,D18O,permil,3,NA,Sea Surface,NA,NA
"[166.45, -22.48, -3]",iso2k1_0_0,CO98QUNC.lpd,Coral,measured,carbonate,D18O,permil,1,Water Temperature,Sea Surface,Sea Surface  Temperature,NA
"[166.45, -22.48, -3]",iso2k1_0_0,CO98QUNC.lpd,Coral,measured,carbonate,D18O,permil,2,D18O Seawater,Sea Surface,Sea Surface D18O Seawater,NA
"[166.45, -22.48, -3]",iso2k1_0_0,CO98QUNC.lpd,Coral,measured,depth,NA,cm,NA,NA,NA,NA,NA
"[7.5833, 1.6667, -5]",iso2k1_0_0,CO98SWPR.lpd,Coral,measured,carbonate,D18O,permil,1,D18O Seawater,NA,NA,NA
"[153, -22.1, -10]",iso2k1_0_0,CO99DRGB.lpd,Coral,measured,carbonate,D18O,permil,3,NA,Sea Surface,NA,NA
"[153, -22.1, -10]",iso2k1_0_0,CO99DRGB.lpd,Coral,measured,carbonate,D18O,permil,1,Water Temperature,Sea Surface,Sea Surface  Temperature,NA
"[153, -22.1, -10]",iso2k1_0_0,CO99DRGB.lpd,Coral,measured,carbonate,D18O,permil,2,D18O Seawater,Sea Surface,Sea Surface D18O Seawater,NA
"[153, -22.1, -10]",iso2k1_0_0,CO99DRGB.lpd,Coral,measured,depth,NA,cm,NA,NA,NA,NA,NA
"[113.7683, -28.4617, -5]",iso2k1_0_0,CO99KUHO.lpd,Coral,measured,carbonate,D18O,permil,1,Water Temperature,NA,NA,NA
"[-80.75, 24.9167, -5]",iso2k1_0_0,CO99SWFB.lpd,Coral,measured,carbonate,D18O,permil,2,NA,Sea Surface,NA,NA
"[-80.75, 24.9167, -5]",iso2k1_0_0,CO99SWFB.lpd,Coral,measured,carbonate,D18O,permil,1,D18O Seawater,Sea Surface,Sea Surface D18O Seawater,NA
"[-138.32, 65.21, 740]",iso2k1_0_0,GI19POYU.lpd,GroundIce,measured,composite core depth,NA,cm,NA,NA,NA,NA,NA
"[-138.32, 65.21, 740]",iso2k1_0_0,GI19POYU.lpd,GroundIce,measured,pore ice,Dd,permil,2,NA,Air Surface,NA,NA
"[-138.32, 65.21, 740]",iso2k1_0_0,GI19POYU.lpd,GroundIce,measured,pore ice,Dd,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-138.32, 65.21, 740]",iso2k1_0_0,GI19POYU.lpd,GroundIce,measured,pore ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-138.32, 65.21, 740]",iso2k1_0_0,GI19POYU.lpd,GroundIce,measured,pore ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-138.32, 65.21, 740]",iso2k1_0_0,GI19POYU.lpd,GroundIce,measured,pore ice,D-Excess,permil,1,NA,NA,NA,NA
"[-138.32, 65.21, 740]",iso2k1_0_0,GI19POYU.lpd,GroundIce,measured,pore ice,Dd,permil,1,NA,NA,NA,NA
"[-138.32, 65.21, 740]",iso2k1_0_0,GI19POYU.lpd,GroundIce,measured,pore ice,D18O,permil,1,NA,NA,NA,NA
"[-138.32, 65.21, 740]",iso2k1_0_0,GI19POYU.lpd,GroundIce,measured,pore ice,D-Excess,permil,1,NA,NA,NA,NA
"[43, -84, 3330]",iso2k1_0_0,IC00COPR.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[43, -84, 3330]",iso2k1_0_0,IC00COPR.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[7.8675, 45.9244, 4200]",iso2k1_0_0,IC00EIGG.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,NA,NA,NA
"[7.8675, 45.9244, 4200]",iso2k1_0_0,IC00EIGG.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,NA,NA,NA
"[3.92, -74.97, 3014]",iso2k1_0_0,IC00OE02.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[3.92, -74.97, 3014]",iso2k1_0_0,IC00OE02.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[1.96, -74.5, 2843]",iso2k1_0_0,IC00OE03.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[1.96, -74.5, 2843]",iso2k1_0_0,IC00OE03.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[0.04, -75, 2882]",iso2k1_0_0,IC00OE05.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[0.04, -75, 2882]",iso2k1_0_0,IC00OE05.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-8.5, -74.85, 2600]",iso2k1_0_0,IC00OE11.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-8.5, -74.85, 2600]",iso2k1_0_0,IC00OE11.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-6.5, -75, 2680]",iso2k1_0_0,IC00OE12.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-6.5, -75, 2680]",iso2k1_0_0,IC00OE12.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-4.51, -75, 2740]",iso2k1_0_0,IC00OE13.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-4.51, -75, 2740]",iso2k1_0_0,IC00OE13.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-1.5, -74.96, 2840]",iso2k1_0_0,IC00OE14.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-1.5, -74.96, 2840]",iso2k1_0_0,IC00OE14.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[2.5, -75.08, 2970]",iso2k1_0_0,IC00OE15.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[2.5, -75.08, 2970]",iso2k1_0_0,IC00OE15.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[5, -75.17, 3100]",iso2k1_0_0,IC00OE16.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[5, -75.17, 3100]",iso2k1_0_0,IC00OE16.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-6, -75.25, 3160]",iso2k1_0_0,IC00OE18.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-6, -75.25, 3160]",iso2k1_0_0,IC00OE18.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-1, -75.17, 2630]",iso2k1_0_0,IC00OE19.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-1, -75.17, 2630]",iso2k1_0_0,IC00OE19.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[1, -74.75, 2840]",iso2k1_0_0,IC00OE20.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[1, -74.75, 2840]",iso2k1_0_0,IC00OE20.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[4, -74.67, 2980]",iso2k1_0_0,IC00OE21.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[4, -74.67, 2980]",iso2k1_0_0,IC00OE21.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[6.5, -75.08, 3160]",iso2k1_0_0,IC00OE22.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[6.5, -75.08, 3160]",iso2k1_0_0,IC00OE22.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[6.5, -75.25, 3160]",iso2k1_0_0,IC00OE23.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[6.5, -75.25, 3160]",iso2k1_0_0,IC00OE23.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-9.75, -74.21, 1439]",iso2k1_0_0,IC00OEKC.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-9.75, -74.21, 1439]",iso2k1_0_0,IC00OEKC.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-37.6299, 73.9402, 3040]",iso2k1_0_0,IC00SC16.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-37.6299, 73.9402, 3040]",iso2k1_0_0,IC00SC16.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-36.4033, 76.617, 2508]",iso2k1_0_0,IC00SC18.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-36.4033, 76.617, 2508]",iso2k1_0_0,IC00SC18.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-41.1374, 80, 2185]",iso2k1_0_0,IC00SC21.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-41.1374, 80, 2185]",iso2k1_0_0,IC00SC21.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-49.2167, 77.2533, 2598]",iso2k1_0_0,IC00SC26.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-49.2167, 77.2533, 2598]",iso2k1_0_0,IC00SC26.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[-43.492, 76.0039, 2874]",iso2k1_0_0,IC00SC29.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[-43.492, 76.0039, 2874]",iso2k1_0_0,IC00SC29.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[165.4, -73.1, 2960]",iso2k1_0_0,IC00STHN.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[165.4, -73.1, 2960]",iso2k1_0_0,IC00STHN.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[158.72, -77.78, 2365]",iso2k1_0_0,IC00STTY.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
"[158.72, -77.78, 2365]",iso2k1_0_0,IC00STTY.lpd,GlacierIce,measured,glacier ice,D18O,permil,1,Precipitation Isotope,Air Surface,Precipitation Isotope,NA
"[85.72, 28.38, 7200]",iso2k1_0_0,IC00THDS.lpd,GlacierIce,measured,glacier ice,D18O,permil,2,NA,Air Surface,NA,NA
