filename,archiveType,variableType,proxyObservationType,units,rank,interpretation/variable,interpretation/variableDetail,inferredVariable,inferredVarUnits
NAm-ShermanCreekPass.Briffa.1996.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-ShermanCreekPass.Briffa.1996.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
Asi-CHIN021.Li.2010.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Ant-WDC05A.Steig.2013.lpd,glacier ice,measured,D18O,permil,1,Temperature,Air Condensationlevel,Air Condensationlevel Temperature,deg C
Arc-DevonIceCap.Fisher.1983.lpd,glacier ice,measured,D18O,permil,1,Temperature,Air Condensationlevel,Air Condensationlevel Temperature,deg C
NAm-BowSummit-PeytoLake.Luckman.2005.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-BowSummit-PeytoLake.Luckman.2005.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-BowSummit-PeytoLake.Luckman.2005.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-BowSummit-PeytoLake.Luckman.2005.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-BowSummit-PeytoLake.Luckman.2005.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-BowSummit-PeytoLake.Luckman.2005.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-BowSummit-PeytoLake.Luckman.2005.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-BowSummit-PeytoLake.Luckman.2005.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-BowSummit-PeytoLake.Luckman.2005.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-BowSummit-PeytoLake.Luckman.2005.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-BowSummit-PeytoLake.Luckman.2005.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-BowSummit-PeytoLake.Luckman.2005.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
Asi-PAKI023.Cook.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Asi-UKHEWD.Schweingruber.2002.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Ocn-PedradeLume-CapeVerdeIslands.Moses.2006.lpd,coral,measured,D18O,permil,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
NAm-SleepingDeerRoad.Hughes.2005.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-SleepingDeerRoad.Hughes.2005.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-SleepingDeerRoad.Hughes.2005.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-SleepingDeerRoad.Hughes.2005.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-SleepingDeerRoad.Hughes.2005.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-SleepingDeerRoad.Hughes.2005.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-SleepingDeerRoad.Hughes.2005.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-SleepingDeerRoad.Hughes.2005.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-SleepingDeerRoad.Hughes.2005.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-SleepingDeerRoad.Hughes.2005.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-SleepingDeerRoad.Hughes.2005.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-SleepingDeerRoad.Hughes.2005.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
Asi-PAKI006.Esper.2007.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-TogwateePass.Briffa.1996.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-TogwateePass.Briffa.1996.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-TogwateePass.Briffa.1996.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-TogwateePass.Briffa.1996.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-TogwateePass.Briffa.1996.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-TogwateePass.Briffa.1996.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-TogwateePass.Briffa.1996.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-TogwateePass.Briffa.1996.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-TogwateePass.Briffa.1996.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-TogwateePass.Briffa.1996.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-TogwateePass.Briffa.1996.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-TogwateePass.Briffa.1996.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
Ocn-HoutmanAbrolhosHAB05B.Zinke.2014.lpd,coral,measured,Sr/Ca,mmol/mol,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Ocn-Rabaul.Quinn.2006.lpd,coral,measured,D18O,permil,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Ocn-Rabaul.Quinn.2006.lpd,coral,measured,Sr/Ca,mmol/mol,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Ocn-Rabaul.Quinn.2006.lpd,coral,measured,D13C,permil,NA,NA,NA,NA,NA
NAm-KobukNoatak.King.2003.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-KobukNoatak.King.2003.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-KobukNoatak.King.2003.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-KobukNoatak.King.2003.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-KobukNoatak.King.2003.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-KobukNoatak.King.2003.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-KobukNoatak.King.2003.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-KobukNoatak.King.2003.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-KobukNoatak.King.2003.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-KobukNoatak.King.2003.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-KobukNoatak.King.2003.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-KobukNoatak.King.2003.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
Asi-PAKI039.Cook.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Asi-UULEWD.Schweingruber.2002.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Eur-Tallinn.Tarand.2001.lpd,documents,measured,Julianday,days,NA,NA,NA,NA,NA
Ant-DomeF1993.Uemura.2014.lpd,glacier ice,measured,D18O,permil,1,Temperature,Air Condensationlevel,Air Condensationlevel Temperature,deg C
Ocn-DryTortugas.DeLong.2014.lpd,coral,measured,Sr/Ca,mmol/mol,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
NAm-CottonwoodPass.Briffa.1996.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-CottonwoodPass.Briffa.1996.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-CottonwoodPass.Briffa.1996.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-CottonwoodPass.Briffa.1996.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-CottonwoodPass.Briffa.1996.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-CottonwoodPass.Briffa.1996.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-CottonwoodPass.Briffa.1996.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-CottonwoodPass.Briffa.1996.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-CottonwoodPass.Briffa.1996.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-CottonwoodPass.Briffa.1996.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-CottonwoodPass.Briffa.1996.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-CottonwoodPass.Briffa.1996.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
Asi-NEPA018.Krusic.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
GIK16160-3.Wang.2003.lpd,marine sediment,measured,Depth,m,NA,NA,NA,NA,NA
GIK16160-3.Wang.2003.lpd,marine sediment,measured,Uk37Prime,NotApplicable,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Ocn-Mafia.Damassa.2006.lpd,coral,measured,D18O,permil,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
NAm-CraterLakeNE.Briffa.2002.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-CraterLakeNE.Briffa.2002.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-CraterLakeNE.Briffa.2002.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-CraterLakeNE.Briffa.2002.lpd,tree,measured,Trsgi,NA,NA,NA,NA,NA,NA
NAm-CraterLakeNE.Briffa.2002.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-CraterLakeNE.Briffa.2002.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-CraterLakeNE.Briffa.2002.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-CraterLakeNE.Briffa.2002.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-CraterLakeNE.Briffa.2002.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-CraterLakeNE.Briffa.2002.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-CraterLakeNE.Briffa.2002.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-CraterLakeNE.Briffa.2002.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
Eur-NorthernScandinavia.Esper.2012.lpd,tree,measured,MXD,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Aus-PinkPine.Duncan.2010.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Ocn-BiscayneBay.Swart.1996.lpd,coral,measured,D18O,permil,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Arc-StoreggaSlide.Sejrup.2011.lpd,marine sediment,measured,D18O,permil,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
NAm-PearlPeak.Graybill.1994.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-PearlPeak.Graybill.1994.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-PearlPeak.Graybill.1994.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-PearlPeak.Graybill.1994.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-PearlPeak.Graybill.1994.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-PearlPeak.Graybill.1994.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-PearlPeak.Graybill.1994.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-PearlPeak.Graybill.1994.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-PearlPeak.Graybill.1994.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-PearlPeak.Graybill.1994.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-PearlPeak.Graybill.1994.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-PearlPeak.Graybill.1994.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
Asi-JAPA015.Yasue.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Ocn-MentawaiIslands.Abram.2008.lpd,coral,measured,D18O,permil,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Ocn-TantabiddiReefNingaloo.Cooper.2012.lpd,coral,measured,Calcification,g/cm/yr,NA,NA,NA,NA,NA
Ocn-TantabiddiReefNingaloo.Cooper.2012.lpd,coral,measured,Calcification,g/cm/yr,NA,NA,NA,NA,NA
Ocn-TantabiddiReefNingaloo.Cooper.2012.lpd,coral,measured,Calcification,g/cm/yr,NA,NA,NA,NA,NA
Ocn-TantabiddiReefNingaloo.Cooper.2012.lpd,coral,measured,Composite,percent,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Ocn-TantabiddiReefNingaloo.Cooper.2012.lpd,coral,measured,Calcification,g/cm/yr,NA,NA,NA,NA,NA
Ocn-TantabiddiReefNingaloo.Cooper.2012.lpd,coral,measured,Calcification,g/cm/yr,NA,NA,NA,NA,NA
Ocn-TantabiddiReefNingaloo.Cooper.2012.lpd,coral,measured,Calcification,g/cm/yr,NA,NA,NA,NA,NA
Ocn-TantabiddiReefNingaloo.Cooper.2012.lpd,coral,measured,Calcification,g/cm/yr,NA,NA,NA,NA,NA
Afr-LakeTanganyika.Tierney.2010.lpd,lake sediment,measured,TEX86,degC,NA,NA,NA,NA,NA
Afr-LakeTanganyika.Tierney.2010.lpd,lake sediment,measured,Upper95,degC,NA,NA,NA,NA,NA
Afr-LakeTanganyika.Tierney.2010.lpd,lake sediment,measured,Lower95,degC,NA,NA,NA,NA,NA
Ocn-CariacoBasin.Black.2007.lpd,marine sediment,measured,Mg/Ca,NotApplicable,NA,NA,NA,NA,NA
Ocn-DryTortugas.Lund.2006.lpd,marine sediment,measured,Mg/Ca,NotApplicable,NA,NA,NA,NA,NA
Arc-Yukon.D'Arrigo.2006.lpd,tree,measured,Trsgi,NA,NA,NA,NA,NA,NA
Arc-Yukon.D'Arrigo.2006.lpd,tree,measured,TRW,NA,NA,NA,NA,NA,NA
Ocn-BunakenIsland.Charles.2003.lpd,coral,measured,D18O,permil,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Asi-TH001.Buckley.2010.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Ocn-Palmyra.Nurhati.2011.lpd,coral,measured,D18O,permil,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Ocn-Palmyra.Nurhati.2011.lpd,coral,measured,Sr/Ca,mmol/mol,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Arc-PennyIceCapP96.Fisher.1998.lpd,glacier ice,measured,D18O,permil,1,Temperature,Air Condensationlevel,Air Condensationlevel Temperature,deg C
Asi-PTCYUN.PAGES2k.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-CameronPass.Bigler.2007.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-CameronPass.Bigler.2007.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-CameronPass.Bigler.2007.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-CameronPass.Bigler.2007.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-CameronPass.Bigler.2007.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-CameronPass.Bigler.2007.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-CameronPass.Bigler.2007.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-CameronPass.Bigler.2007.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-CameronPass.Bigler.2007.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-CameronPass.Bigler.2007.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-CameronPass.Bigler.2007.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-CameronPass.Bigler.2007.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
Arc-LakeC2.Lamoureux.1996.lpd,lake sediment,measured,Thickness,mm,1,Temperature,Air Surface,Air Surface Temperature,deg C
Ocn-Lombok.Charles.2003.lpd,coral,measured,D18O,permil,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Asi-MQFXJP.PAGES2k.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Asi-BURGPW.PAGES2k.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Asi-PAKI001.Esper.2007.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-YosemiteParkEEingang.Briffa.1996.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-YosemiteParkEEingang.Briffa.1996.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-YosemiteParkEEingang.Briffa.1996.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-YosemiteParkEEingang.Briffa.1996.lpd,tree,measured,Trsgi,NA,NA,NA,NA,NA,NA
NAm-YosemiteParkEEingang.Briffa.1996.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-YosemiteParkEEingang.Briffa.1996.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-YosemiteParkEEingang.Briffa.1996.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-YosemiteParkEEingang.Briffa.1996.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-YosemiteParkEEingang.Briffa.1996.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-YosemiteParkEEingang.Briffa.1996.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-YosemiteParkEEingang.Briffa.1996.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-YosemiteParkEEingang.Briffa.1996.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
Asi-PAKI029.Cook.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
SAm-CentralAndes9.Mundo.2014.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
SAm-CentralAndes9.Mundo.2014.lpd,tree,measured,Trsgi,NA,1,Temperature,Air,Air Temperature,deg C
SAm-CentralAndes9.Mundo.2014.lpd,tree,measured,Trsgi,NA,1,Temperature,Air,Air Temperature,deg C
SAm-CentralAndes9.Mundo.2014.lpd,tree,measured,Trsgi,NA,1,Temperature,Air,Air Temperature,deg C
SAm-CentralAndes9.Mundo.2014.lpd,tree,measured,Trsgi,NA,1,Temperature,Air,Air Temperature,deg C
NAm-PethaiPeninsula.Schweingruber.1996.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-PethaiPeninsula.Schweingruber.1996.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-PethaiPeninsula.Schweingruber.1996.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-PethaiPeninsula.Schweingruber.1996.lpd,tree,measured,Trsgi,NA,NA,NA,NA,NA,NA
NAm-PethaiPeninsula.Schweingruber.1996.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-PethaiPeninsula.Schweingruber.1996.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-PethaiPeninsula.Schweingruber.1996.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-PethaiPeninsula.Schweingruber.1996.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-PethaiPeninsula.Schweingruber.1996.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-PethaiPeninsula.Schweingruber.1996.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-PethaiPeninsula.Schweingruber.1996.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-PethaiPeninsula.Schweingruber.1996.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
Asi-MONG004.Jacoby.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Asi-CHIN019.Li.2010.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Ant-MES.Rhodes.2012.lpd,glacier ice,measured,Dd,permil,1,Temperature,Air Condensationlevel,Air Condensationlevel Temperature,deg C
Asi-CHIN052.Shao.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-PowderRiverPass.Briffa.1996.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-PowderRiverPass.Briffa.1996.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-PowderRiverPass.Briffa.1996.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-PowderRiverPass.Briffa.1996.lpd,tree,measured,Trsgi,NA,NA,NA,NA,NA,NA
NAm-PowderRiverPass.Briffa.1996.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-PowderRiverPass.Briffa.1996.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-PowderRiverPass.Briffa.1996.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-PowderRiverPass.Briffa.1996.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-PowderRiverPass.Briffa.1996.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-PowderRiverPass.Briffa.1996.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-PowderRiverPass.Briffa.1996.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-PowderRiverPass.Briffa.1996.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
Ocn-MD98-2160.Newton.2010.lpd,marine sediment,measured,Depth,cm,NA,NA,NA,NA,NA
Ant-SiteDML17.Graf.2002.lpd,glacier ice,measured,D18O,permil,1,Temperature,Air Condensationlevel,Air Condensationlevel Temperature,deg C
Eur-EasternCarpathianMountains.Popa.2008.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Asi-CHIN005.Sheppard.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Ant-VLG.Bertler.2011.lpd,glacier ice,measured,Dd,permil,1,Temperature,Air Condensationlevel,Air Condensationlevel Temperature,deg C
NAm-FlowerLake.Graybill.1995.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-FlowerLake.Graybill.1995.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-FlowerLake.Graybill.1995.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-FlowerLake.Graybill.1995.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-FlowerLake.Graybill.1995.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-FlowerLake.Graybill.1995.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-FlowerLake.Graybill.1995.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-FlowerLake.Graybill.1995.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-FlowerLake.Graybill.1995.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-FlowerLake.Graybill.1995.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-FlowerLake.Graybill.1995.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-FlowerLake.Graybill.1995.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
Eur-RAPiD-17-5P.Moffa-Sanchez.2014.lpd,marine sediment,measured,D18O,permil,1,Temperature,Air Condensationlevel,Air Condensationlevel Temperature,deg C
Ant-BerknerIsland.Mulvaney.2002.lpd,glacier ice,measured,D18O,permil,1,Temperature,Air Condensationlevel,Air Condensationlevel Temperature,deg C
Asi-DEZQIN.PAGES2k.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Asi-MONG002.Jacoby.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
ODP659.Tiedemann.1994.lpd,marine sediment,measured,Depth,m,NA,NA,NA,NA,NA
ODP659.Tiedemann.1994.lpd,marine sediment,measured,Dust,percent,NA,NA,NA,NA,NA
ODP659.Tiedemann.1994.lpd,marine sediment,measured,Drybulkdensity,g/cm^3,NA,NA,NA,NA,NA
Asi-INDI025.Borgaonkar.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Asi-PAKI021.Cook.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Asi-KYRG007.Esper.2007.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Arc-LakeLehmilampi.Haltia-Hovi.2007.lpd,lake sediment,measured,Thickness,mm,1,Temperature,Air Surface,Air Surface Temperature,deg C
Asi-MONG017.Jacoby.2010.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Juxtlahuaca.Lachniet.2017.lpd,speleothem,measured,Distance,mm,NA,NA,NA,NA,NA
Juxtlahuaca.Lachniet.2017.lpd,speleothem,measured,D18O,per mil VPDB,NA,NA,NA,NA,NA
Juxtlahuaca.Lachniet.2017.lpd,speleothem,measured,D18O,per mil VPDB,NA,NA,NA,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-Bennington.Luckman.2013.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
Asi-TIANMU.PAGES2k.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
MD97-2141.Rosentha.2003.lpd,marine sediment,measured,Depth,cm,NA,NA,NA,NA,NA
