filename,archiveType,variableType,proxyObservationType,units,rank,interpretation/variable,interpretation/variableDetail,inferredVariable,inferredVarUnits
NAm-Manitoba.D'Arrigo.2006.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
Asi-MONG019.Jacoby.2010.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Asi-MONG025.Jacoby.2010.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Aus-CTPWestTasmania.Allen.2001.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Asi-UULTRW.Schweingruber.2002.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-YellowMountainRidge.King.2002.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-YellowMountainRidge.King.2002.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-YellowMountainRidge.King.2002.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-YellowMountainRidge.King.2002.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-YellowMountainRidge.King.2002.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-YellowMountainRidge.King.2002.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-YellowMountainRidge.King.2002.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-YellowMountainRidge.King.2002.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-YellowMountainRidge.King.2002.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-YellowMountainRidge.King.2002.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-YellowMountainRidge.King.2002.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-YellowMountainRidge.King.2002.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
Asi-JAPA014.Yasue.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-SunshineMeadows.Colenutt.1995.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-SunshineMeadows.Colenutt.1995.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-SunshineMeadows.Colenutt.1995.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-SunshineMeadows.Colenutt.1995.lpd,tree,measured,Trsgi,NA,1,Temperature,Air,Air Temperature,deg C
NAm-SunshineMeadows.Colenutt.1995.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-SunshineMeadows.Colenutt.1995.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-SunshineMeadows.Colenutt.1995.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-SunshineMeadows.Colenutt.1995.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-SunshineMeadows.Colenutt.1995.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-SunshineMeadows.Colenutt.1995.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-SunshineMeadows.Colenutt.1995.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-SunshineMeadows.Colenutt.1995.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
NAm-wa071.Peterson.1994.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-wa071.Peterson.1994.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-wa071.Peterson.1994.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-wa071.Peterson.1994.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-wa071.Peterson.1994.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-wa071.Peterson.1994.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-wa071.Peterson.1994.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-wa071.Peterson.1994.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-wa071.Peterson.1994.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-wa071.Peterson.1994.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-wa071.Peterson.1994.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-wa071.Peterson.1994.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
Ant-SiteDML05.Graf.2002.lpd,glacier ice,measured,D18O,permil,1,Temperature,Air Condensationlevel,Air Condensationlevel Temperature,deg C
Ant-WDC06A.Steig.2013.lpd,glacier ice,measured,Depth,m,NA,NA,NA,NA,NA
Ant-WDC06A.Steig.2013.lpd,glacier ice,measured,D18O,permil,1,Temperature,Air Condensationlevel,Air Condensationlevel Temperature,deg C
Ant-WDC06A.Steig.2013.lpd,glacier ice,measured,Dd,permil,1,Temperature,Air Condensationlevel,Air Condensationlevel Temperature,deg C
MD982181.Khider.2014.lpd,marine sediment,measured,Depth_Cm,cm,NA,NA,NA,NA,NA
MD982181.Khider.2014.lpd,marine sediment,measured,Mg/Ca,mmol/mol,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
MD982181.Khider.2014.lpd,marine sediment,measured,D18O,per mil,1,D18Osw,Sea Surface,Sea Surface D18Osw,permil
MD982181.Khider.2014.lpd,marine sediment,measured,D18O,per mil,2,Temperature,Sea Surface,Sea Surface Temperature,deg C
GeoB33021.Kim.2002.lpd,marine sediment,measured,Depth,m,NA,NA,NA,NA,NA
GeoB33021.Kim.2002.lpd,marine sediment,measured,Uk37Prime,NotApplicable,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
NAm-SettlementPointAfognakIsland.Harlan.1998.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-SettlementPointAfognakIsland.Harlan.1998.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-SettlementPointAfognakIsland.Harlan.1998.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-SettlementPointAfognakIsland.Harlan.1998.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-SettlementPointAfognakIsland.Harlan.1998.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-SettlementPointAfognakIsland.Harlan.1998.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-SettlementPointAfognakIsland.Harlan.1998.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-SettlementPointAfognakIsland.Harlan.1998.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-SettlementPointAfognakIsland.Harlan.1998.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-SettlementPointAfognakIsland.Harlan.1998.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-SettlementPointAfognakIsland.Harlan.1998.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-SettlementPointAfognakIsland.Harlan.1998.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
Afr-ColdAirCave.Sundqvist.2013.lpd,speleothem,measured,D18O,permil,1,Temperature,Air Condensationlevel,Air Condensationlevel Temperature,deg C
Afr-ColdAirCave.Sundqvist.2013.lpd,speleothem,measured,SE,degC,NA,NA,NA,NA,NA
Ocn-Ningaloo.Kuhnert.2000.lpd,coral,measured,D18O,permil,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Ocn-Ningaloo.Kuhnert.2000.lpd,coral,measured,D13C,permil,NA,NA,NA,NA,NA
Asi-CHIN020.Li.2010.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Asi-MCCHFH.Sano.2008.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Asi-TDBXJP.PAGES2k.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-MountAdamsLow.Peterson.1994.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-MountAdamsLow.Peterson.1994.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-MountAdamsLow.Peterson.1994.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-MountAdamsLow.Peterson.1994.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-MountAdamsLow.Peterson.1994.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-MountAdamsLow.Peterson.1994.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-MountAdamsLow.Peterson.1994.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-MountAdamsLow.Peterson.1994.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-MountAdamsLow.Peterson.1994.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-MountAdamsLow.Peterson.1994.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-MountAdamsLow.Peterson.1994.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-MountAdamsLow.Peterson.1994.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
Ocn-PuntaMaroma.Vásquez-Bedoya.2012.lpd,coral,measured,Calcification,mm/yr,NA,NA,NA,NA,NA
NAm-SmallRiver.Luckman.2001.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-SmallRiver.Luckman.2001.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-SmallRiver.Luckman.2001.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-SmallRiver.Luckman.2001.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-SmallRiver.Luckman.2001.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-SmallRiver.Luckman.2001.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-SmallRiver.Luckman.2001.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-SmallRiver.Luckman.2001.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-SmallRiver.Luckman.2001.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-SmallRiver.Luckman.2001.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-SmallRiver.Luckman.2001.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-SmallRiver.Luckman.2001.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
Ocn-TongueoftheOceanExuma.Rosenheim.2005.lpd,sclerosponge,measured,D18O,permil,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Ocn-TongueoftheOceanExuma.Rosenheim.2005.lpd,sclerosponge,measured,Sr/Ca,mmol/mol,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
NAm-FortChimo.Fritts.1981.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-FortChimo.Fritts.1981.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-FortChimo.Fritts.1981.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-FortChimo.Fritts.1981.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-FortChimo.Fritts.1981.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-FortChimo.Fritts.1981.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-FortChimo.Fritts.1981.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-FortChimo.Fritts.1981.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-FortChimo.Fritts.1981.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-FortChimo.Fritts.1981.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-FortChimo.Fritts.1981.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-FortChimo.Fritts.1981.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
Asi-AltaiSamakhaSteppe.Cook.2011.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
SAm-CentralAndes6.Villalba.2014.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
SAm-CentralAndes6.Villalba.2014.lpd,tree,measured,Trsgi,NA,1,Temperature,Air,Air Temperature,deg C
SAm-CentralAndes6.Villalba.2014.lpd,tree,measured,Trsgi,NA,1,Temperature,Air,Air Temperature,deg C
SAm-CentralAndes6.Villalba.2014.lpd,tree,measured,Trsgi,NA,1,Temperature,Air,Air Temperature,deg C
SAm-CentralAndes6.Villalba.2014.lpd,tree,measured,Trsgi,NA,1,Temperature,Air,Air Temperature,deg C
Asi-BT018.Cook.2010.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
MD01-2390.Steinke.2008.lpd,marine sediment,measured,Depth,cm,NA,NA,NA,NA,NA
MD01-2390.Steinke.2008.lpd,marine sediment,measured,D18O,per mil,2,Temperature,Sea Surface,Sea Surface Temperature,deg C
MD01-2390.Steinke.2008.lpd,marine sediment,measured,D18O,per mil,2,D18Osw,Sea Surface,Sea Surface D18Osw,permil
MD01-2390.Steinke.2008.lpd,marine sediment,measured,D18O,per mil,2,Temperature,Sea Surface,Sea Surface Temperature,deg C
MD01-2390.Steinke.2008.lpd,marine sediment,measured,D18O,per mil,2,D18Osw,Sea Surface,Sea Surface D18Osw,permil
MD01-2390.Steinke.2008.lpd,marine sediment,measured,Mg/Ca,mmol/mol,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
MD01-2390.Steinke.2008.lpd,marine sediment,measured,Mg/Ca,mmol/mol,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
MD01-2390.Steinke.2008.lpd,marine sediment,measured,Mg/Ca,mmol/mol,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
MD01-2390.Steinke.2008.lpd,marine sediment,measured,Uk37Prime,NotApplicable,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
NAm-HohLakeHigh.Peterson.1994.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-HohLakeHigh.Peterson.1994.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-HohLakeHigh.Peterson.1994.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-HohLakeHigh.Peterson.1994.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-HohLakeHigh.Peterson.1994.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-HohLakeHigh.Peterson.1994.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-HohLakeHigh.Peterson.1994.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-HohLakeHigh.Peterson.1994.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-HohLakeHigh.Peterson.1994.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-HohLakeHigh.Peterson.1994.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-HohLakeHigh.Peterson.1994.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-HohLakeHigh.Peterson.1994.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
Arc-Tornetrask.Melvin.2012.lpd,tree,measured,Density,count,NA,NA,NA,NA,NA
Asi-NEPA019.Krusic.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-GranitePassHuntMountain.Briffa.1996.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-GranitePassHuntMountain.Briffa.1996.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-GranitePassHuntMountain.Briffa.1996.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-GranitePassHuntMountain.Briffa.1996.lpd,tree,measured,Trsgi,NA,NA,NA,NA,NA,NA
NAm-GranitePassHuntMountain.Briffa.1996.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-GranitePassHuntMountain.Briffa.1996.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-GranitePassHuntMountain.Briffa.1996.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-GranitePassHuntMountain.Briffa.1996.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-GranitePassHuntMountain.Briffa.1996.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-GranitePassHuntMountain.Briffa.1996.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-GranitePassHuntMountain.Briffa.1996.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-GranitePassHuntMountain.Briffa.1996.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
Asi-PAKI015.Esper.2007.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
KNR195-5-CDH23.Bova.2015.lpd,marine sediment,measured,Depth,cm,NA,NA,NA,NA,NA
KNR195-5-CDH23.Bova.2015.lpd,marine sediment,measured,D13C,per mil,NA,NA,NA,NA,NA
KNR195-5-CDH23.Bova.2015.lpd,marine sediment,measured,D18O,per mil,NA,NA,NA,NA,NA
KNR195-5-CDH23.Bova.2015.lpd,marine sediment,measured,Uk37Prime,NotApplicable,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
KNR195-5-CDH23.Bova.2015.lpd,marine sediment,measured,Alkenoneabundance,NotApplicable,NA,NA,NA,NA,NA
NAm-SnakeCreek.Kenigsberg.2013.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-SnakeCreek.Kenigsberg.2013.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-SnakeCreek.Kenigsberg.2013.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-SnakeCreek.Kenigsberg.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-SnakeCreek.Kenigsberg.2013.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-SnakeCreek.Kenigsberg.2013.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-SnakeCreek.Kenigsberg.2013.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-SnakeCreek.Kenigsberg.2013.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-SnakeCreek.Kenigsberg.2013.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-SnakeCreek.Kenigsberg.2013.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-SnakeCreek.Kenigsberg.2013.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-SnakeCreek.Kenigsberg.2013.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
Asi-PAKI007.Esper.2007.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
SAm-QuelccayaIceCap.Thompson.2013.lpd,glacier ice,measured,D18O,permil,1,Temperature,Air Condensationlevel,Air Condensationlevel Temperature,deg C
SAm-QuelccayaIceCap.Thompson.2013.lpd,glacier ice,measured,Thickness,mwe,NA,NA,NA,NA,NA
SAm-QuelccayaIceCap.Thompson.2013.lpd,glacier ice,measured,Dust,permil,NA,NA,NA,NA,NA
SAm-QuelccayaIceCap.Thompson.2013.lpd,glacier ice,measured,F,ppb,NA,NA,NA,NA,NA
SAm-QuelccayaIceCap.Thompson.2013.lpd,glacier ice,measured,Cl,ppb,NA,NA,NA,NA,NA
SAm-QuelccayaIceCap.Thompson.2013.lpd,glacier ice,measured,Sulfate,ppb,NA,NA,NA,NA,NA
SAm-QuelccayaIceCap.Thompson.2013.lpd,glacier ice,measured,Nitrate,ppb,NA,NA,NA,NA,NA
SAm-QuelccayaIceCap.Thompson.2013.lpd,glacier ice,measured,Na,ppb,NA,NA,NA,NA,NA
SAm-QuelccayaIceCap.Thompson.2013.lpd,glacier ice,measured,Ammonium,ppb,NA,NA,NA,NA,NA
SAm-QuelccayaIceCap.Thompson.2013.lpd,glacier ice,measured,K,ppb,NA,NA,NA,NA,NA
SAm-QuelccayaIceCap.Thompson.2013.lpd,glacier ice,measured,Mg,ppb,NA,NA,NA,NA,NA
SAm-QuelccayaIceCap.Thompson.2013.lpd,glacier ice,measured,Ca,ppb,NA,NA,NA,NA,NA
NAm-PeytoLake.Schweingruber.1996.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-PeytoLake.Schweingruber.1996.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-PeytoLake.Schweingruber.1996.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-PeytoLake.Schweingruber.1996.lpd,tree,measured,Trsgi,NA,1,Temperature,Air,Air Temperature,deg C
NAm-PeytoLake.Schweingruber.1996.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-PeytoLake.Schweingruber.1996.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-PeytoLake.Schweingruber.1996.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-PeytoLake.Schweingruber.1996.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-PeytoLake.Schweingruber.1996.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-PeytoLake.Schweingruber.1996.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-PeytoLake.Schweingruber.1996.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-PeytoLake.Schweingruber.1996.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
Arc-Kongressvatnet.D'Andrea.2012.lpd,lake sediment,measured,Uk37,NA,NA,NA,NA,NA,NA
Asi-ESPERG.PAGES2k.2013.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Arc-PolarUrals.Wilson.2015.lpd,tree,measured,Density,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Asi-MONG020.Jacoby.2010.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
KNR-159-5_78GGC.Lacerra.2017.lpd,marine sediment,measured,Depth,cm,NA,NA,NA,NA,NA
KNR-159-5_78GGC.Lacerra.2017.lpd,marine sediment,measured,B/Ca,umol/mol,1,Carbonate Ion Concentration,Deep Water,Deep Water Carbonate Ion Concentration,NA
KNR-159-5_78GGC.Lacerra.2017.lpd,marine sediment,measured,B/Ca,umol/mol,NA,NA,NA,NA,NA
KNR-159-5_78GGC.Lacerra.2017.lpd,marine sediment,measured,Numberofobservations,NaN,NA,NA,NA,NA,NA
ODP1019.Barron.2003.lpd,marine sediment,measured,Sample Label,NotApplicable,NA,NA,NA,NA,NA
ODP1019.Barron.2003.lpd,marine sediment,measured,Depth,m,NA,NA,NA,NA,NA
ODP1019.Barron.2003.lpd,marine sediment,measured,Uk37Prime,NotApplicable,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Arc-Agassiz.Vinther.2008.lpd,glacier ice,measured,D18O,permil,1,Temperature,Air Condensationlevel,Air Condensationlevel Temperature,deg C
Asi-AltaiUstUlaganLake.Cook.2005.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Asi-BT003.Cook.2010.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
Asi-INDO005.D'Arrigo.2010.lpd,tree,measured,Trsgi,NA,NA,NA,NA,NA,NA
Asi-INDO005.D'Arrigo.2010.lpd,tree,measured,TRW,NA,NA,NA,NA,NA,NA
Ocn-ClippertonAtoll.Linsley.2000.lpd,coral,measured,D18O,permil,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
Ocn-ClippertonAtoll.Linsley.2000.lpd,coral,measured,D13C,permil,NA,NA,NA,NA,NA
KNR-159-5_33GGC.Lacerra.2017.lpd,marine sediment,measured,Depth,cm,NA,NA,NA,NA,NA
KNR-159-5_33GGC.Lacerra.2017.lpd,marine sediment,measured,B/Ca,umol/mol,1,Carbonate Ion Concentration,Deep Water,Deep Water Carbonate Ion Concentration,NA
KNR-159-5_33GGC.Lacerra.2017.lpd,marine sediment,measured,B/Ca,umol/mol,NA,NA,NA,NA,NA
KNR-159-5_33GGC.Lacerra.2017.lpd,marine sediment,measured,Numberofobservations,NaN,NA,NA,NA,NA,NA
NAm-WindyRidgeAlaska.D'Arrigo.2005.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-WindyRidgeAlaska.D'Arrigo.2005.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-WindyRidgeAlaska.D'Arrigo.2005.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-WindyRidgeAlaska.D'Arrigo.2005.lpd,tree,measured,Trsgi,NA,NA,NA,NA,NA,NA
NAm-WindyRidgeAlaska.D'Arrigo.2005.lpd,tree,measured,TRW,NA,NA,NA,NA,NA,NA
NAm-WindyRidgeAlaska.D'Arrigo.2005.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-WindyRidgeAlaska.D'Arrigo.2005.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
NAm-WindyRidgeAlaska.D'Arrigo.2005.lpd,tree,measured,Corrs,NA,NA,NA,NA,NA,NA
NAm-WindyRidgeAlaska.D'Arrigo.2005.lpd,tree,measured,Rbar,NA,NA,NA,NA,NA,NA
NAm-WindyRidgeAlaska.D'Arrigo.2005.lpd,tree,measured,SD,NA,NA,NA,NA,NA,NA
NAm-WindyRidgeAlaska.D'Arrigo.2005.lpd,tree,measured,SE,NA,NA,NA,NA,NA,NA
NAm-WindyRidgeAlaska.D'Arrigo.2005.lpd,tree,measured,EPS,NA,NA,NA,NA,NA,NA
NAm-WindyRidgeAlaska.D'Arrigo.2005.lpd,tree,measured,Core,NA,NA,NA,NA,NA,NA
GeoB10069-3.Gibbons.2014.lpd,marine sediment,measured,Depth,m,NA,NA,NA,NA,NA
GeoB10069-3.Gibbons.2014.lpd,marine sediment,measured,Mg/Ca,mmol/mol,1,Temperature,Sea Surface,Sea Surface Temperature,deg C
GeoB10069-3.Gibbons.2014.lpd,marine sediment,measured,D18O,per mil,2,Temperature,Sea Surface,Sea Surface Temperature,deg C
GeoB10069-3.Gibbons.2014.lpd,marine sediment,measured,D18O,per mil,2,D18Osw,Sea Surface,Sea Surface D18Osw,permil
NAm-HighlandFireOutlook.Briffa.1996.lpd,tree,measured,Samplecount,count,NA,NA,NA,NA,NA
NAm-HighlandFireOutlook.Briffa.1996.lpd,tree,measured,Segment,NA,NA,NA,NA,NA,NA
NAm-HighlandFireOutlook.Briffa.1996.lpd,tree,measured,Ringwidth,cm,NA,NA,NA,NA,NA
NAm-HighlandFireOutlook.Briffa.1996.lpd,tree,measured,Trsgi,NA,1,Temperature,Air Surface,Air Surface Temperature,deg C
NAm-HighlandFireOutlook.Briffa.1996.lpd,tree,measured,Residual,NA,NA,NA,NA,NA,NA
NAm-HighlandFireOutlook.Briffa.1996.lpd,tree,measured,ARS,NA,NA,NA,NA,NA,NA
